Survey,Year,Cruise Join ID,Haul Join ID,Catch Join ID,Vessel Number,Cruise Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satisfactory Gear Performance,Gear Performance Note,Gear Depth,Bottom Depth,Distance Fished (km),Net Width (m) ,Species Code,Common Name,Scientific Name,Weight (kg),Number of Fish,Effort (km2),Weight CPUE (kg/km2),Number CPUE (number/km2),akfin_load_date
EBS_SHELF,2011,-663,-8100,-219444,89,201101,154,56.9896,-173.25368,57.01472,-173.25748,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,139,141,2.801,16.404,74120,weathervane scallop,Patinopecten caurinus,0.775,4,0.045947604,16.86703838,87.05568195,3-Oct-19
EBS_SHELF,2011,-663,-8106,,89,201101,160,58.66248,-173.63183,58.68563,-173.65375,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,123,125,2.875,16.151,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046434125,0,0,3-Oct-19
EBS_SHELF,2009,-634,-5253,,89,200901,136,60.31919,-172.0652,60.34605,-172.0656,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,57,60,2.986,16.593,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049546698,0,0,3-Oct-19
EBS_SHELF,2009,-634,-5260,,89,200901,143,59.99068,-171.9442,59.96384,-171.94611,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,67,2.985,17.298,74120,weathervane scallop,Patinopecten caurinus,0,0,0.05163453,0,0,3-Oct-19
EBS_SHELF,2009,-634,-5266,,89,200901,149,57.3418,-171.47861,57.31956,-171.453,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,98,100,2.916,17.45,74120,weathervane scallop,Patinopecten caurinus,0,0,0.0508842,0,0,3-Oct-19
EBS_SHELF,2009,-634,-5721,,89,200901,164,60.01942,-173.3165,59.99168,-173.32269,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,4.1,Y,Caught large rock,73,74,3.105,18.469,74120,weathervane scallop,Patinopecten caurinus,0,0,0.057346245,0,0,3-Oct-19
EBS_SHELF,2009,-634,-5725,,89,200901,168,60.33554,-174.68559,60.33679,-174.7403,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,100,102,3.031,17.897,74120,weathervane scallop,Patinopecten caurinus,0,0,0.054245807,0,0,3-Oct-19
EBS_SHELF,2009,-634,-5729,,89,200901,172,61.33205,-174.3549,61.33109,-174.2984,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,76,78,3.041,18.014,74120,weathervane scallop,Patinopecten caurinus,0,0,0.054780574,0,0,3-Oct-19
EBS_SHELF,2009,-634,-5740,,89,200901,183,58.9986,-177.6259,58.99854,-177.5728,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,132,134,3.059,18.438,74120,weathervane scallop,Patinopecten caurinus,0,0,0.056401842,0,0,3-Oct-19
EBS_SHELF,2013,-682,-9878,,89,201301,17,57.65801,-161.51328,57.68368,-161.51914,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,51,54,2.874,15.265,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04387161,0,0,3-Oct-19
EBS_SHELF,2013,-682,-9900,,89,201301,39,59.34619,-164.65253,59.32096,-164.67068,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,20,23,2.989,14.681,74120,weathervane scallop,Patinopecten caurinus,0,0,0.043881509,0,0,3-Oct-19
EBS_SHELF,2013,-682,-9904,,89,201301,43,58.68959,-164.01307,58.66404,-164.00593,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,32,34,2.869,14.733,74120,weathervane scallop,Patinopecten caurinus,0,0,0.042268977,0,0,3-Oct-19
EBS_SHELF,2013,-682,-9992,,89,201301,51,56.67829,-165.22518,56.65185,-165.22181,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,75,2.945,17.144,74120,weathervane scallop,Patinopecten caurinus,0,0,0.05048908,0,0,3-Oct-19
EBS_SHELF,2013,-682,-10022,-278482,89,201301,61,55.6671,-165.78742,55.66828,-165.82649,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,115,117,2.466,18.623,74120,weathervane scallop,Patinopecten caurinus,15.3,41,0.045924318,333.1568255,892.7731926,3-Oct-19
EBS_SHELF,2013,-682,-10024,-278532,89,201301,63,56.33864,-166.41009,56.31003,-166.41687,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,103,105,3.207,17.373,74120,weathervane scallop,Patinopecten caurinus,0.866,3,0.055715211,15.5433316,53.8452596,3-Oct-19
EBS_SHELF,2009,-635,-4818,,88,200901,13,56.97218,-160.95531,56.99786,-160.9613,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,63,65,2.877,17.382,74120,weathervane scallop,Patinopecten caurinus,0,0,0.050008014,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4819,,88,200901,14,57.31512,-160.9016,57.32526,-160.94389,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,62,64,2.797,16.89,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04724133,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4822,,88,200901,17,57.97879,-160.83701,58.00529,-160.8374,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,44,46,2.949,16.186,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047732514,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4825,,88,200901,20,58.31231,-162.013,58.33132,-162.0461,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,44,46,2.879,16.783,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048318257,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4826,,88,200901,21,57.69051,-162.1265,57.6661,-162.1394,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,46,48,2.82,16.688,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04706016,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4829,,88,200901,24,56.68497,-162.1918,56.65993,-162.2054,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,67,69,2.904,17.338,74120,weathervane scallop,Patinopecten caurinus,0,0,0.050349552,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4837,,88,200901,32,56.35062,-162.813,56.34245,-162.76981,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,75,77,2.823,17,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047991,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4839,,88,200901,34,56.33911,-163.95531,56.34113,-164.0005,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,85,87,2.812,16.65,74120,weathervane scallop,Patinopecten caurinus,0,0,0.0468198,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4843,,88,200901,38,57.33156,-163.36369,57.33845,-163.4075,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,52,54,2.749,16.418,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045133082,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7572,,162,201101,8,58.01465,-159.60907,57.98867,-159.61392,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,40,42,2.905,15.898,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04618369,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7585,,162,201101,21,58.32027,-160.74995,58.32337,-160.80013,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,21,23,2.973,15.135,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044996355,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7601,,162,201101,37,56.33133,-162.79652,56.3538,-162.80515,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,76,79,2.564,16.122,74120,weathervane scallop,Patinopecten caurinus,0,0,0.041336808,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7608,,162,201101,44,58.98135,-163.33818,58.99988,-163.37097,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,19,22,2.802,15.135,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04240827,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7612,,162,201101,48,58.34548,-164.6379,58.32137,-164.64702,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,41,44,2.737,16.076,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044000012,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7613,,162,201101,49,58.01578,-164.60835,57.99233,-164.62047,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,41,44,2.713,16.32,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04427616,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4866,,88,200901,61,57.31211,-166.4868,57.33601,-166.47391,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,2.766,16.913,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046781358,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4867,,88,200901,62,57.32945,-165.88811,57.34134,-165.8396,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,66,68,3.215,16.973,74120,weathervane scallop,Patinopecten caurinus,0,0,0.054568195,0,0,3-Oct-19
EBS_SHELF,2009,-635,-4875,,88,200901,70,57.67058,-167.12151,57.64539,-167.1234,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,66,68,2.804,17.16,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04811664,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7846,,162,201101,82,55.3546,-165.79,55.33017,-165.78428,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,118,120,2.746,17.035,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04677811,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7859,,162,201101,95,56.83158,-169.24178,56.82643,-169.28645,32,,,,"50-100m in SE section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,79,81,2.8,16.653,74120,weathervane scallop,Patinopecten caurinus,0,0,0.0466284,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5358,,88,200901,96,59.64117,-168.62131,59.6664,-168.6145,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,37,40,2.83,14.811,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04191513,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5359,,88,200901,97,59.99721,-169.33031,60.022,-169.3374,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,44,47,2.786,16.223,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045197278,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5360,,88,200901,98,60.30956,-169.3569,60.335,-169.34959,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,42,45,2.856,16.217,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046315752,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5374,,88,200901,112,56.99606,-170.1572,57.00412,-170.20061,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,2.793,16.874,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047129082,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5384,,88,200901,122,57.32547,-170.85451,57.34995,-170.86391,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,81,84,2.779,16.737,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046512123,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5386,,88,200901,124,57.6649,-170.8983,57.68875,-170.9073,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,84,86,2.704,17.29,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04675216,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5396,,88,200901,134,58.6563,-173.0119,58.67897,-173.0388,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,110,112,2.961,17.503,74120,weathervane scallop,Patinopecten caurinus,0,0,0.051826383,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5404,,88,200901,142,61.00445,-172.14079,61.01271,-172.1908,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,62,64,2.862,18.284,74120,weathervane scallop,Patinopecten caurinus,0,0,0.052328808,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7868,,162,201101,104,57.66997,-168.4291,57.67265,-168.38297,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,2.78,15.833,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04401574,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7881,,162,201101,117,60.33975,-169.28602,60.31967,-169.31802,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,41,43,2.859,15.898,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045452382,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7893,,162,201101,129,58.32452,-171.0086,58.34793,-171.0209,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,81,83,2.701,16.909,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045671209,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7898,,162,201101,134,59.82712,-172.24768,59.85245,-172.25222,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,75,2.836,17.142,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048614712,0,0,3-Oct-19
EBS_SHELF,2011,-664,-7910,,162,201101,146,57.00892,-171.39247,56.98792,-171.4009,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,106,108,2.39,16.553,74120,weathervane scallop,Patinopecten caurinus,0,0,0.03956167,0,0,3-Oct-19
EBS_SHELF,2011,-664,-8151,,162,201101,150,55.66293,-166.97847,55.68723,-166.98823,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,132,134,2.773,18.312,74120,weathervane scallop,Patinopecten caurinus,0,0,0.050779176,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5413,,88,200901,151,59.66666,-173.24699,59.64207,-173.2357,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,94,96,2.807,17.938,74120,weathervane scallop,Patinopecten caurinus,0,0,0.050351966,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5652,,88,200901,159,57.32133,-173.3483,57.3461,-173.3609,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,120,122,2.855,16.836,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04806678,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5655,,88,200901,162,58.99479,-174.3737,59.01811,-174.39909,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,124,126,2.976,17.774,74120,weathervane scallop,Patinopecten caurinus,0,0,0.052895424,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5679,,88,200901,186,60.00468,-177.94099,60.00932,-177.89101,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,139,141,2.844,17.98,74120,weathervane scallop,Patinopecten caurinus,0,0,0.05113512,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5681,,88,200901,188,59.67188,-177.1559,59.6537,-177.1198,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,171,173,2.874,17.741,74120,weathervane scallop,Patinopecten caurinus,0,0,0.050987634,0,0,3-Oct-19
EBS_SHELF,2011,-664,-8155,,162,201101,154,57.99795,-172.88325,58.00828,-172.83913,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,106,108,2.87,15.965,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04581955,0,0,3-Oct-19
EBS_SHELF,2011,-664,-8158,,162,201101,157,58.3277,-172.3008,58.35078,-172.2818,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,100,102,2.807,16.871,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047356897,0,0,3-Oct-19
EBS_SHELF,2011,-664,-8169,,162,201101,168,60.66113,-173.47102,60.68497,-173.46203,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,63,66,2.696,16.242,74120,weathervane scallop,Patinopecten caurinus,0,0,0.043788432,0,0,3-Oct-19
EBS_SHELF,2011,-664,-8170,,162,201101,169,60.99472,-173.4863,61.01323,-173.51868,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,75,2.712,16.809,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045586008,0,0,3-Oct-19
EBS_SHELF,2011,-664,-8174,,162,201101,173,60.66677,-171.44168,60.67178,-171.39188,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,61,63,2.797,19.043,74120,weathervane scallop,Patinopecten caurinus,0,0,0.053263271,0,0,3-Oct-19
EBS_SHELF,2011,-664,-8179,,162,201101,178,60.98208,-174.85788,61.00557,-174.875,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,90,92,2.778,16.871,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046867638,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5687,,88,200901,194,58.74099,-174.9623,58.75984,-174.9305,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,140,142,2.793,17.469,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048790917,0,0,3-Oct-19
EBS_SHELF,2009,-635,-5689,,88,200901,196,59.31296,-175.1015,59.33907,-175.0938,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,3.3,Y,Caught trawl gear,131,133,2.938,17.414,74120,weathervane scallop,Patinopecten caurinus,0,0,0.051162332,0,0,3-Oct-19
EBS_SHELF,2010,-658,-6361,,89,201001,2,57.32308,-158.4166,57.34365,-158.39867,10,,,,<50 m in SE section- INNER DOMAIN,,,,,1.12,Y,Hauled back early due to hang(s),30,32,2.532,14.519,74120,weathervane scallop,Patinopecten caurinus,0,0,0.036762108,0,0,3-Oct-19
EBS_SHELF,2010,-658,-6366,,89,201001,7,58.01057,-159.60203,57.98395,-159.6003,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,41,43,2.963,15.924,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047182812,0,0,3-Oct-19
EBS_SHELF,2010,-658,-6373,,89,201001,14,56.98043,-160.9652,57.00645,-160.95612,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,60,62,2.951,16.764,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049470564,0,0,3-Oct-19
EBS_SHELF,2010,-658,-6383,,89,201001,24,56.34735,-162.18957,56.32002,-162.19742,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,75,77,3.084,17.34,74120,weathervane scallop,Patinopecten caurinus,0,0,0.05347656,0,0,3-Oct-19
EBS_SHELF,2012,-678,-8933,,89,201201,124,57.34445,-168.38847,57.32883,-168.35375,32,,,,"50-100m in SE section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,71,74,2.721,15.14,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04119594,0,0,3-Oct-19
EBS_SHELF,2012,-678,-8940,,89,201201,88,56.31367,-167.03517,56.34003,-167.03258,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,112,114,2.937,18.013,74120,weathervane scallop,Patinopecten caurinus,0,0,0.052904181,0,0,3-Oct-19
EBS_SHELF,2012,-678,-8945,,89,201201,93,57.99802,-167.18347,58.00168,-167.1354,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,62,64,2.881,17.156,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049426436,0,0,3-Oct-19
EBS_SHELF,2012,-678,-8950,,89,201201,98,58.65718,-165.29633,58.68247,-165.29542,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,37,39,2.811,15.92,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04475112,0,0,3-Oct-19
EBS_SHELF,2012,-678,-8957,,89,201201,105,58.65107,-167.85952,58.67515,-167.8755,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,45,47,2.836,16.647,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047210892,0,0,3-Oct-19
EBS_SHELF,2012,-678,-8963,,89,201201,111,60.34412,-170.02112,60.31873,-170.026,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,50,53,2.835,15.67,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04442445,0,0,3-Oct-19
EBS_SHELF,2010,-658,-6414,-161939,89,201001,55,54.99682,-165.12122,55.0002,-165.16842,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,109,111,3.053,18.016,74120,weathervane scallop,Patinopecten caurinus,0.966,3,0.055002848,17.56272693,54.54263023,3-Oct-19
EBS_SHELF,2010,-658,-6429,,89,201001,70,58.65128,-165.92888,58.6763,-165.92577,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,35,38,2.789,14.519,74120,weathervane scallop,Patinopecten caurinus,0,0,0.040493491,0,0,3-Oct-19
EBS_SHELF,2010,-658,-6430,,89,201001,71,58.98782,-165.9313,59.01367,-165.93608,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,29,31,2.886,14.519,74120,weathervane scallop,Patinopecten caurinus,0,0,0.041901834,0,0,3-Oct-19
EBS_SHELF,2012,-678,-8984,,89,201201,142,59.32065,-171.17585,59.34525,-171.19148,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,75,2.862,17.425,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04987035,0,0,3-Oct-19
EBS_SHELF,2012,-678,-8988,,89,201201,146,60.32357,-172.0585,60.34927,-172.0569,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,57,62,2.857,15.886,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045386302,0,0,3-Oct-19
