haul_id,ager_id,ager_name,date_aged,shell_source,shell_num,shell_height,tot_annuli,code_let,code_num,annulus,annulus_height
DS03040924200308130067,1,Charlette Fullinck,,R,18,113,5,,,4,94
DS03040924200308130067,1,Charlette Fullinck,,R,18,113,5,,,5,109
DS03040924200308150081,1,Charlette Fullinck,,R,1,143,15,,,,
DS03040924200308150081,1,Charlette Fullinck,,R,11,120,7,C,1,1,39
DS03040924200308150081,1,Charlette Fullinck,,R,11,120,7,C,1,2,74
DS03040924200308150081,1,Charlette Fullinck,,R,11,120,7,C,1,3,103
DS03040924200308150081,1,Charlette Fullinck,,R,11,120,7,C,1,4,113
DS03040924200308150082,1,Charlette Fullinck,,R,1,122,8,C,1,,
DS03040924200308150082,1,Charlette Fullinck,,R,11,123,8,C,1,,
DS03040924200308150086,1,Charlette Fullinck,,R,1,123,6,,,,
DS03040924200308150086,1,Charlette Fullinck,,R,11,134,9,,,,
DS03040924200308150087,1,Charlette Fullinck,,R,1,124,8,,,,
DS03040924200308150087,1,Charlette Fullinck,,R,11,129,6,,,,
DS03040924200308150088,1,Charlette Fullinck,,R,1,131,6,,,,
DS03040924200308150088,1,Charlette Fullinck,,R,11,112,5,,,,
DS03040924200308160104,1,Charlette Fullinck,,R,4,126,7,A,,,
DS03040924200308160104,1,Charlette Fullinck,,R,14,129,7,,,,
DS03040924200308160105,1,Charlette Fullinck,,R,4,124,8,C,1,,
DS03040924200308160105,1,Charlette Fullinck,,R,14,119,6,,,,
DS03040924200308160106,1,Charlette Fullinck,,R,4,129,7,,,,
DS03040924200308160106,1,Charlette Fullinck,,R,14,120,6,,,,
DS03040924200308160107,1,Charlette Fullinck,,R,4,120,6,,,,
DS03040924200308160107,1,Charlette Fullinck,,R,14,128,7,,,2,44
DS03040924200308160107,1,Charlette Fullinck,,R,14,128,7,,,3,73
DS03040924200308160107,1,Charlette Fullinck,,R,14,128,7,,,4,100
DS03040924200308160107,1,Charlette Fullinck,,R,14,128,7,,,5,113
DS03040924200308160107,1,Charlette Fullinck,,R,14,128,7,,,6,120
DS03040924200308160107,1,Charlette Fullinck,,R,14,128,7,,,7,125
DS03040924200308160108,1,Charlette Fullinck,,R,4,122,6,,,2,47
DS03040924200308160108,1,Charlette Fullinck,,R,4,122,6,,,3,84
DS03040924200308160108,1,Charlette Fullinck,,R,4,122,6,,,4,103
DS03040924200308160108,1,Charlette Fullinck,,R,4,122,6,,,5,112
DS03040924200308160108,1,Charlette Fullinck,,R,4,122,6,,,6,120
DS03040924200308160108,1,Charlette Fullinck,,R,14,120,7,,,,
DS03040924200308170120,1,Charlette Fullinck,,R,3,116,5,,,,
DS03040924200308170120,1,Charlette Fullinck,,R,13,124,7,,,,
DS03040924200308170121,1,Charlette Fullinck,,R,3,127,7,,,,
DS03040924200308170121,1,Charlette Fullinck,,R,13,149,13,,,,
DS03040924200308170126,1,Charlette Fullinck,,R,3,125,6,,,,
DS03040924200308170126,1,Charlette Fullinck,,R,13,135,8,,,,
DS03040924200308170128,1,Charlette Fullinck,,R,3,127,8,C,1,,
DS03040924200308170128,1,Charlette Fullinck,,R,13,130,6,,,,
DS03040924200308170129,1,Charlette Fullinck,,R,3,120,6,,,,
DS03040924200308170129,1,Charlette Fullinck,,R,13,127,6,,,,
DS03040924200308180139,1,Charlette Fullinck,,R,2,127,8,,,,
DS03040924200308180139,1,Charlette Fullinck,,R,12,129,7,,,,
DS03040924200308180140,1,Charlette Fullinck,,R,2,120,6,,,2,57
DS03040924200308180140,1,Charlette Fullinck,,R,2,120,6,,,4,106
DS03040924200308180140,1,Charlette Fullinck,,R,2,120,6,,,5,113
DS03040924200308180140,1,Charlette Fullinck,,R,2,120,6,,,6,118
DS03040924200308180140,1,Charlette Fullinck,,R,12,122,6,,,,
DS03040924200308180145,1,Charlette Fullinck,,R,2,124,7,,,,
DS03040924200308180145,1,Charlette Fullinck,,R,12,145,17,,,,
DS03040924200308180148,1,Charlette Fullinck,,R,2,110,5,,,,
DS03040924200308180149,1,Charlette Fullinck,,R,2,125,7,,,2,61
DS03040924200308180149,1,Charlette Fullinck,,R,2,125,7,,,3,81
DS03040924200308180149,1,Charlette Fullinck,,R,2,125,7,,,4,99
DS03040924200308180149,1,Charlette Fullinck,,R,2,125,7,,,5,111
DS03040924200308180149,1,Charlette Fullinck,,R,2,125,7,,,6,119
DS03040924200308180149,1,Charlette Fullinck,,R,12,119,5,,,1,39
DS03040924200308180149,1,Charlette Fullinck,,R,12,119,5,,,2,68
DS03040924200308180149,1,Charlette Fullinck,,R,12,119,5,,,3,90
DS03040924200308180149,1,Charlette Fullinck,,R,12,119,5,,,4,105
DS03040924200308180149,1,Charlette Fullinck,,R,12,119,5,,,5,116
DS03040924200308190161,1,Charlette Fullinck,,R,5,122,7,,,,
DS03040924200308190161,1,Charlette Fullinck,,R,15,120,6,,,,
DS03040924200308190162,1,Charlette Fullinck,,R,5,123,7,,,,
DS03040924200308190162,1,Charlette Fullinck,,R,15,120,6,,,,
DS03040924200308190163,1,Charlette Fullinck,,R,5,124,6,,,2,50
DS03040924200308190163,1,Charlette Fullinck,,R,5,124,6,,,3,87
DS03040924200308190163,1,Charlette Fullinck,,R,5,124,6,,,4,107
DS03040924200308190163,1,Charlette Fullinck,,R,5,124,6,,,5,113
DS03040924200308190163,1,Charlette Fullinck,,R,5,124,6,,,6,120
DS03040924200308190163,1,Charlette Fullinck,,R,15,124,7,,,,
DS03040924200308190165,1,Charlette Fullinck,,R,5,141,14,,,,
DS03040924200308190165,1,Charlette Fullinck,,R,15,136,7,,,,
DS03040924200308190166,1,Charlette Fullinck,,R,5,124,7,C,1,,
DS03040924200308190166,1,Charlette Fullinck,,R,15,123,7,C,1,,
DS03040924200308200176,1,Charlette Fullinck,,R,8,129,10,C,1,,
DS03040924200308200176,1,Charlette Fullinck,,R,18,125,8,C,1,,
DS03040924200308200181,1,Charlette Fullinck,,R,8,141,12,,,,
DS03040924200308200181,1,Charlette Fullinck,,R,18,115,11,,,,
DS03040924200308200186,1,Charlette Fullinck,,R,8,134,14,,,,
DS03040924200308200186,1,Charlette Fullinck,,R,18,110,5,,,,
DS03040924200308200187,1,Charlette Fullinck,,R,8,143,12,,,,
DS03040924200308200187,1,Charlette Fullinck,,R,18,127,6,,,,
DS03040924200308200188,1,Charlette Fullinck,,R,8,128,8,,,,
DS03040924200308200188,1,Charlette Fullinck,,R,18,126,7,,,,
DS03040924200308210199,1,Charlette Fullinck,,R,7,133,11,,,,
DS03040924200308210199,1,Charlette Fullinck,,R,17,117,7,,,,
DS03040924200308210200,1,Charlette Fullinck,,R,7,124,7,,,,
DS03040924200308210200,1,Charlette Fullinck,,R,17,128,7,,,,
DS03040924200308210202,1,Charlette Fullinck,,R,7,127,8,,,,
DS03040924200308210202,1,Charlette Fullinck,,R,17,109,4,,,2,52
DS03040924200308210202,1,Charlette Fullinck,,R,17,109,4,,,3,81
DS03040924200308210202,1,Charlette Fullinck,,R,17,109,4,,,4,102
DS03040924200308210205,1,Charlette Fullinck,,R,7,121,7,,,,
DS03040924200308210205,1,Charlette Fullinck,,R,17,141,13,,,,
DS03040924200308210206,1,Charlette Fullinck,,R,7,134,11,C,1,,
DS03040924200308210206,1,Charlette Fullinck,,R,17,127,8,,,,
DS03040924200308220218,1,Charlette Fullinck,,R,1,120,7,,,,
DS03040924200308220218,1,Charlette Fullinck,,R,11,122,7,,,,
DS03040924200308220220,1,Charlette Fullinck,,R,1,127,11,,,,
DS03040924200308220220,1,Charlette Fullinck,,R,11,136,10,,,,
DS03040924200308220225,1,Charlette Fullinck,,R,11,127,6,,,,
DS03040924200308220227,1,Charlette Fullinck,,R,1,132,11,,,,
DS03040924200308220227,1,Charlette Fullinck,,R,11,117,6,,,,
DS03040924200308220228,1,Charlette Fullinck,,R,1,126,7,,,,
DS03040924200308220228,1,Charlette Fullinck,,R,11,132,8,,,,
DS03040924200308230241,1,Charlette Fullinck,,R,4,129,8,,,,
DS03040924200308230241,1,Charlette Fullinck,,R,14,127,11,C,1,,
DS03040924200308230242,1,Charlette Fullinck,,R,4,128,8,,,,
DS03040924200308230242,1,Charlette Fullinck,,R,14,141,10,,,,
DS03040924200308230244,1,Charlette Fullinck,,R,4,138,10,,,,
DS03040924200308230244,1,Charlette Fullinck,,R,14,116,6,,,1,26
DS03040924200308230244,1,Charlette Fullinck,,R,14,116,6,,,2,52
DS03040924200308230244,1,Charlette Fullinck,,R,14,116,6,,,3,81
DS03040924200308230244,1,Charlette Fullinck,,R,14,116,6,,,4,94
DS03040924200308230244,1,Charlette Fullinck,,R,14,116,6,,,5,103
DS03040924200308230244,1,Charlette Fullinck,,R,14,116,6,,,6,112
DS03040924200308230245,1,Charlette Fullinck,,R,4,122,8,C,1,,
DS03040924200308230245,1,Charlette Fullinck,,R,14,132,7,,,,
DS03040924200308230248,1,Charlette Fullinck,,R,4,120,8,C,1,,
DS03040924200308230248,1,Charlette Fullinck,,R,14,123,8,C,1,,
DS03040924200308240262,1,Charlette Fullinck,,R,3,133,11,,,,
DS03040924200308240262,1,Charlette Fullinck,,R,13,125,7,,,,
DS03040924200308240263,1,Charlette Fullinck,,R,3,126,6,,,3,89
DS03040924200308240263,1,Charlette Fullinck,,R,3,126,6,,,4,105
DS03040924200308240263,1,Charlette Fullinck,,R,3,126,6,,,5,115
DS03040924200308240263,1,Charlette Fullinck,,R,3,126,6,,,6,124
DS03040924200308240263,1,Charlette Fullinck,,R,3,126,6,,,7,126
DS03040924200308240263,1,Charlette Fullinck,,R,3,126,6,,,8,128
DS03040924200308240263,1,Charlette Fullinck,,R,3,126,6,,,9,131
DS03040924200308240265,1,Charlette Fullinck,,R,3,135,6,C,1,,
DS03040924200308240265,1,Charlette Fullinck,,R,13,112,4,,,2,56
DS03040924200308240265,1,Charlette Fullinck,,R,13,112,4,,,3,82
DS03040924200308240265,1,Charlette Fullinck,,R,13,112,4,,,4,103
DS03040924200308240266,1,Charlette Fullinck,,R,3,121,8,,,,
DS03040924200308240266,1,Charlette Fullinck,,R,13,130,5,,,,
DS03040924200308240269,1,Charlette Fullinck,,R,3,117,5,,,,
DS03040924200308240269,1,Charlette Fullinck,,R,13,119,4,,,,
DS03040924200308250283,1,Charlette Fullinck,,R,2,140,11,,,,
DS03040924200308250283,1,Charlette Fullinck,,R,12,128,5,A,,,
DS03040924200308250284,1,Charlette Fullinck,,R,2,130,9,,,,
DS03040924200308250284,1,Charlette Fullinck,,R,12,123,6,,,,
DS03040924200308250289,1,Charlette Fullinck,,R,2,122,7,,,,
DS03040924200308250289,1,Charlette Fullinck,,R,12,115,6,C,1,,
DS03040924200308250290,1,Charlette Fullinck,,R,2,114,6,,,2,50
DS03040924200308250290,1,Charlette Fullinck,,R,2,114,6,,,3,86
DS03040924200308250290,1,Charlette Fullinck,,R,2,114,6,,,4,96
DS03040924200308250290,1,Charlette Fullinck,,R,2,114,6,,,5,106
DS03040924200308250290,1,Charlette Fullinck,,R,2,114,6,,,6,112
DS03040924200308250290,1,Charlette Fullinck,,R,12,134,7,,,,
DS03040924200308250291,1,Charlette Fullinck,,R,2,131,7,,,,
DS03040924200308250291,1,Charlette Fullinck,,R,12,135,7,,,,
DS03040924200308260302,1,Charlette Fullinck,,R,5,124,6,,,,
DS03040924200308260302,1,Charlette Fullinck,,R,15,127,7,,,,
DS03040924200308260303,1,Charlette Fullinck,,R,5,,7,,,2,52
DS03040924200308260303,1,Charlette Fullinck,,R,5,,7,,,3,80
DS03040924200308260303,1,Charlette Fullinck,,R,5,,7,,,4,104
DS03040924200308260303,1,Charlette Fullinck,,R,5,,7,,,5,113
DS03040924200308260303,1,Charlette Fullinck,,R,5,,7,,,6,121
DS03040924200308260303,1,Charlette Fullinck,,R,5,,7,,,7,128
DS03040924200308260303,1,Charlette Fullinck,,R,15,123,6,,,1,26
DS03040924200308260303,1,Charlette Fullinck,,R,15,123,6,,,2,44
DS03040924200308260303,1,Charlette Fullinck,,R,15,123,6,,,3,86
DS03040924200308260303,1,Charlette Fullinck,,R,15,123,6,,,4,102
DS03040924200308260303,1,Charlette Fullinck,,R,15,123,6,,,5,112
DS03040924200308260303,1,Charlette Fullinck,,R,15,123,6,,,6,120
DS03040924200308260304,1,Charlette Fullinck,,R,5,124,10,C,1,,
DS03040924200308260304,1,Charlette Fullinck,,R,15,125,5,,,,
DS03040924200308290307,1,Charlette Fullinck,,R,1,114,10,C,1,,
DS03040924200308290307,1,Charlette Fullinck,,R,11,120,9,,,4,99
DS03040924200308290307,1,Charlette Fullinck,,R,11,120,9,,,5,106
DS03040924200308290307,1,Charlette Fullinck,,R,11,120,9,,,6,111
DS03040924200308290307,1,Charlette Fullinck,,R,11,120,9,,,7,115
DS03040924200308290307,1,Charlette Fullinck,,R,11,120,9,,,8,117
DS03040924200308290307,1,Charlette Fullinck,,R,11,120,9,,,9,119
DS03040924200308290308,1,Charlette Fullinck,,R,1,119,10,C,1,5,104
DS03040924200308290308,1,Charlette Fullinck,,R,1,119,10,C,1,6,110
DS03040924200308290308,1,Charlette Fullinck,,R,1,119,10,C,1,7,114
DS03040924200308290308,1,Charlette Fullinck,,R,1,119,10,C,1,8,117
DS03040924200308290308,1,Charlette Fullinck,,R,11,127,11,C,1,,
DS03040924200308290313,1,Charlette Fullinck,,R,1,135,10,,,,
DS03040924200308290313,1,Charlette Fullinck,,R,11,126,11,C,1,,
DS03040924200308290314,1,Charlette Fullinck,,R,1,133,12,,,,
DS03040924200308290314,1,Charlette Fullinck,,R,11,118,8,C,1,1,34
DS03040924200308290314,1,Charlette Fullinck,,R,11,118,8,C,1,2,62
DS03040924200308290314,1,Charlette Fullinck,,R,11,118,8,C,1,3,79
DS03040924200308290314,1,Charlette Fullinck,,R,11,118,8,C,1,4,94
DS03040924200308290314,1,Charlette Fullinck,,R,11,118,8,C,1,5,102
DS03040924200308290314,1,Charlette Fullinck,,R,11,118,8,C,1,6,110
DS03040924200308300321,1,Charlette Fullinck,,R,4,119,6,,,,
DS03040924200308300321,1,Charlette Fullinck,,R,14,135,9,,,2,51
DS03040924200308300321,1,Charlette Fullinck,,R,14,135,9,,,3,83
DS03040924200308300321,1,Charlette Fullinck,,R,14,135,9,,,4,100
DS03040924200308300321,1,Charlette Fullinck,,R,14,135,9,,,5,112
DS03040924200308300321,1,Charlette Fullinck,,R,14,135,9,,,6,119
DS03040924200308300321,1,Charlette Fullinck,,R,14,135,9,,,7,124
DS03040924200308300321,1,Charlette Fullinck,,R,14,135,9,,,8,129
DS03040924200308300321,1,Charlette Fullinck,,R,14,135,9,,,9,134
DS03040924200308300322,1,Charlette Fullinck,,R,4,114,7,,,,
DS03040924200308300322,1,Charlette Fullinck,,R,14,107,7,,,2,55
DS03040924200308300322,1,Charlette Fullinck,,R,14,107,7,,,3,76
DS03040924200308300322,1,Charlette Fullinck,,R,14,107,7,,,4,88
DS03040924200308300322,1,Charlette Fullinck,,R,14,107,7,,,5,95
DS03040924200308300322,1,Charlette Fullinck,,R,14,107,7,,,6,100
DS03040924200308300322,1,Charlette Fullinck,,R,14,107,7,,,7,104
DS03040924200308300328,1,Charlette Fullinck,,R,4,119,11,C,1,,
DS03040924200308300328,1,Charlette Fullinck,,R,14,122,11,,,,
DS03040924200308300329,1,Charlette Fullinck,,R,4,120,8,,,,
DS03040924200308300329,1,Charlette Fullinck,,R,14,121,11,C,1,,
DS03040924200308300331,1,Charlette Fullinck,,R,4,126,8,,,,
DS03040924200308300331,1,Charlette Fullinck,,R,14,121,10,,,,
DS03040924200308310339,1,Charlette Fullinck,,R,3,147,15,,,,
DS03040924200308310339,1,Charlette Fullinck,,R,13,139,8,,,,
DS03040924200308310340,1,Charlette Fullinck,,R,3,132,13,,,,
DS03040924200308310340,1,Charlette Fullinck,,R,13,135,14,,,,
DS03040924200308310347,1,Charlette Fullinck,,R,3,127,9,,,,
DS03040924200308310347,1,Charlette Fullinck,,R,13,114,6,,,3,68
DS03040924200308310347,1,Charlette Fullinck,,R,13,114,6,,,4,81
DS03040924200308310347,1,Charlette Fullinck,,R,13,114,6,,,5,97
DS03040924200308310347,1,Charlette Fullinck,,R,13,114,6,,,6,103
DS03040924200308310347,1,Charlette Fullinck,,R,13,114,6,,,7,109
DS03040924200309010356,1,Charlette Fullinck,,R,2,124,8,,,,
DS03040924200309010356,1,Charlette Fullinck,,R,12,120,7,,,,
DS03040924200309010357,1,Charlette Fullinck,,R,2,123,10,C,1,,
DS03040924200309010357,1,Charlette Fullinck,,R,12,119,8,,,,
DS03040924200309010358,1,Charlette Fullinck,,R,2,117,7,,,1,29
DS03040924200309010358,1,Charlette Fullinck,,R,2,117,7,,,2,53
DS03040924200309010358,1,Charlette Fullinck,,R,2,117,7,,,3,77
DS03040924200309010358,1,Charlette Fullinck,,R,2,117,7,,,4,95
DS03040924200309010358,1,Charlette Fullinck,,R,2,117,7,,,5,103
DS03040924200309010358,1,Charlette Fullinck,,R,2,117,7,,,6,110
DS03040924200309010358,1,Charlette Fullinck,,R,2,117,7,,,7,114
DS03040924200309010358,1,Charlette Fullinck,,R,12,116,7,,,2,57
DS03040924200309010358,1,Charlette Fullinck,,R,12,116,7,,,3,79
DS03040924200309010358,1,Charlette Fullinck,,R,12,116,7,,,4,96
DS03040924200309010358,1,Charlette Fullinck,,R,12,116,7,,,5,104
DS03040924200309010358,1,Charlette Fullinck,,R,12,116,7,,,6,110
DS03040924200309010358,1,Charlette Fullinck,,R,12,116,7,,,7,115
DS03040924200309010364,1,Charlette Fullinck,,R,2,127,6,C,1,1,37
DS03040924200309010364,1,Charlette Fullinck,,R,2,127,6,C,1,2,80
DS03040924200309010364,1,Charlette Fullinck,,R,2,127,6,C,1,3,103
DS03040924200309010364,1,Charlette Fullinck,,R,2,127,6,C,1,4,116
DS03040924200309010364,1,Charlette Fullinck,,R,12,113,5,,,1,38
DS03040924200309010364,1,Charlette Fullinck,,R,12,113,5,,,2,73
DS03040924200309010364,1,Charlette Fullinck,,R,12,113,5,,,3,91
DS03040924200309010364,1,Charlette Fullinck,,R,12,113,5,,,4,103
DS03040924200309010364,1,Charlette Fullinck,,R,12,113,5,,,5,113
DS03040924200309010365,1,Charlette Fullinck,,R,2,119,10,,,,
DS03040924200309010365,1,Charlette Fullinck,,R,12,125,8,,,1,39
DS03040924200309010365,1,Charlette Fullinck,,R,12,125,8,,,2,73
DS03040924200309010365,1,Charlette Fullinck,,R,12,125,8,,,3,93
DS03040924200309010365,1,Charlette Fullinck,,R,12,125,8,,,4,104
DS03040924200309010365,1,Charlette Fullinck,,R,12,125,8,,,5,109
DS03040924200309010365,1,Charlette Fullinck,,R,12,125,8,,,6,114
DS03040924200309010365,1,Charlette Fullinck,,R,12,125,8,,,7,119
DS03040924200309010365,1,Charlette Fullinck,,R,12,125,8,,,8,123
DS03040924200309020368,1,Charlette Fullinck,,R,5,129,10,C,1,,
DS03040924200309020368,1,Charlette Fullinck,,R,15,134,8,,,,
DS03040924200309020370,1,Charlette Fullinck,,R,5,133,11,,,,
DS03040924200309020370,1,Charlette Fullinck,,R,15,136,12,,,,
DS03040924200309020372,1,Charlette Fullinck,,R,5,138,8,,,,
DS03040924200309020372,1,Charlette Fullinck,,R,15,126,8,,,,
DS03040924200309020374,1,Charlette Fullinck,,R,5,129,8,,,,
DS03040924200309020374,1,Charlette Fullinck,,R,15,131,10,,,,
DS03040924200309020375,1,Charlette Fullinck,,R,5,121,8,,,,
DS03040924200309020375,1,Charlette Fullinck,,R,15,129,15,C,1,,
DS03040924200309030385,1,Charlette Fullinck,,R,8,117,5,,,,
DS03040924200309030385,1,Charlette Fullinck,,R,18,126,6,,,,
DS03040924200309030386,1,Charlette Fullinck,,R,8,120,5,,,,
DS03040924200309030386,1,Charlette Fullinck,,R,18,117,4,,,2,56
DS03040924200309030386,1,Charlette Fullinck,,R,18,117,4,,,3,77
DS03040924200309030386,1,Charlette Fullinck,,R,18,117,4,,,4,96
DS03040924200309030386,1,Charlette Fullinck,,R,18,117,4,,,5,112
DS03040924200309030393,1,Charlette Fullinck,,R,8,127,8,C,1,,
DS03040924200309030393,1,Charlette Fullinck,,R,18,122,5,,,,
DS03040924200309030394,1,Charlette Fullinck,,R,8,135,8,,,,
DS03040924200309030394,1,Charlette Fullinck,,R,18,116,5,,,,
DS03040924200309040405,1,Charlette Fullinck,,R,7,127,6,,,1,19
DS03040924200309040405,1,Charlette Fullinck,,R,7,127,6,,,2,46
DS03040924200309040405,1,Charlette Fullinck,,R,7,127,6,,,3,74
DS03040924200309040405,1,Charlette Fullinck,,R,7,127,6,,,4,96
DS03040924200309040405,1,Charlette Fullinck,,R,7,127,6,,,5,111
DS03040924200309040406,1,Charlette Fullinck,,R,7,126,8,,,,
DS03040924200309040406,1,Charlette Fullinck,,R,17,133,8,,,,
DS03040924200309040407,1,Charlette Fullinck,,R,7,121,8,C,1,,
DS03040924200309040407,1,Charlette Fullinck,,R,17,123,5,,,1,31
DS03040924200309040407,1,Charlette Fullinck,,R,17,123,5,,,2,72
DS03040924200309040407,1,Charlette Fullinck,,R,17,123,5,,,3,95
DS03040924200309040407,1,Charlette Fullinck,,R,17,123,5,,,4,109
DS03040924200309040407,1,Charlette Fullinck,,R,17,123,5,,,5,119
DS03040924200309040408,1,Charlette Fullinck,,R,7,145,14,,,,
DS03040924200309040408,1,Charlette Fullinck,,R,17,109,4,,,1,39
DS03040924200309040408,1,Charlette Fullinck,,R,17,109,4,,,2,66
DS03040924200309040408,1,Charlette Fullinck,,R,17,109,4,,,3,91
DS03040924200309040408,1,Charlette Fullinck,,R,17,109,4,,,4,105
DS03040924200309040409,1,Charlette Fullinck,,R,7,113,5,,,,
DS03040924200309040409,1,Charlette Fullinck,,R,17,110,4,,,1,38
DS03040924200309040409,1,Charlette Fullinck,,R,17,110,4,,,2,69
DS03040924200309040409,1,Charlette Fullinck,,R,17,110,4,,,3,90
DS03040924200309040409,1,Charlette Fullinck,,R,17,110,4,,,4,105
DS03040924200309050426,1,Charlette Fullinck,,R,1,136,7,,,1,17
DS03040924200309050426,1,Charlette Fullinck,,R,1,136,7,,,2,56
DS03040924200309050426,1,Charlette Fullinck,,R,1,136,7,,,3,87
DS03040924200309050426,1,Charlette Fullinck,,R,1,136,7,,,4,109
DS03040924200309050426,1,Charlette Fullinck,,R,1,136,7,,,5,119
DS03040924200309050426,1,Charlette Fullinck,,R,1,136,7,,,6,128
DS03040924200309050426,1,Charlette Fullinck,,R,11,139,8,,,,
DS03040924200309050427,1,Charlette Fullinck,,R,1,122,5,,,,
DS03040924200309050427,1,Charlette Fullinck,,R,11,125,10,C,1,1,24
DS03040924200309050427,1,Charlette Fullinck,,R,11,125,10,C,1,2,50
DS03040924200309050427,1,Charlette Fullinck,,R,11,125,10,C,1,3,75
DS03040924200309050427,1,Charlette Fullinck,,R,11,125,10,C,1,4,93
DS03040924200309050427,1,Charlette Fullinck,,R,11,125,10,C,1,5,103
DS03040924200309050427,1,Charlette Fullinck,,R,11,125,10,C,1,6,109
DS03040924200309050427,1,Charlette Fullinck,,R,11,125,10,C,1,7,116
DS03040924200309050427,1,Charlette Fullinck,,R,11,125,10,C,1,8,121
