trip_id,haul_id,ager_name,fishery,season,district,adfg,packetnum,set_date,shell_source,haul,shell_num,tot_annuli,code_let,code_num,shell_height,a1,a2
DS15040924004691,DS15040924201508150058,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/15/2015,R,58,12,7,,,127.83,20.11,
DS15040924004691,DS15040924201508150060,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/15/2015,R,60,14,8,,,115.7,17.12,
DS15040924004691,DS15040924201508150060,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/15/2015,R,60,16,15,,,136.87,25.3,
DS15040924004691,DS15040924201508150063,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/15/2015,R,63,7,15,,,142.97,17.2,
DS15040924004691,DS15040924201508150063,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/15/2015,R,63,16,5,,,118.21,17.81,
DS15040924004691,DS15040924201508150064,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/15/2015,R,64,5,6,,,117.45,20.8,
DS15040924004691,DS15040924201508150064,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/15/2015,R,64,8,9,,,128.11,18.22,
DS15040924004691,DS15040924201508160075,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,75,5,12,,,137.21,19.7,
DS15040924004691,DS15040924201508160075,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,75,14,16,,,137.81,19.66,
DS15040924004691,DS15040924201508160078,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,78,5,7,,,119.99,18.11,
DS15040924004691,DS15040924201508160078,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,78,6,9,,,132.31,16.28,
DS15040924004691,DS15040924201508160081,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,81,9,8,,,131.76,19.2,
DS15040924004691,DS15040924201508160081,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,81,15,12,,,135.44,20.17,
DS15040924004691,DS15040924201508160084,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,84,7,13,,,132.65,23.1,
DS15040924004691,DS15040924201508160084,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,84,12,6,,,122.39,16.17,
DS15040924004691,DS15040924201508160085,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,85,2,6,,,116.17,18.1,
DS15040924004691,DS15040924201508160085,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/16/2015,R,85,9,12,,,140.24,19.16,
DS15040924004691,DS15040924201508170096,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/17/2015,R,96,9,11,,,133.62,20.82,
DS15040924004691,DS15040924201508170096,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/17/2015,R,96,10,8,,,118.14,16.96,
DS15040924004691,DS15040924201508170099,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/17/2015,R,99,1,7,,,127.37,21.04,
DS15040924004691,DS15040924201508170099,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/17/2015,R,99,14,11,,,142.5,19.07,
DS15040924004691,DS15040924201508180111,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/18/2015,R,111,8,7,,,120.38,18.2,
DS15040924004691,DS15040924201508180111,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/18/2015,R,111,11,7,,,124.41,16.82,
DS15040924004691,DS15040924201508180114,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/18/2015,R,114,9,13,,,140.52,16.02,
DS15040924004691,DS15040924201508180114,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/18/2015,R,114,17,5,,,121.75,19.4,
DS15040924004691,DS15040924201508180116,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/18/2015,R,116,4,6,,,126.25,16.01,
DS15040924004691,DS15040924201508180116,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/18/2015,R,116,18,8,,,131.46,26.13,
DS15040924004691,DS15040924201508180119,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/18/2015,R,119,6,9,,,127.84,22.81,
DS15040924004691,DS15040924201508180119,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/18/2015,R,119,14,13,,,130.69,25.89,
DS15040924004691,DS15040924201508190122,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,122,2,7,,,123.48,15.75,
DS15040924004691,DS15040924201508190122,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,122,6,14,,,140.49,16.83,
DS15040924004691,DS15040924201508190132,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,132,3,7,,,122.2,14.78,
DS15040924004691,DS15040924201508190132,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,132,7,12,,,134.42,17.69,
DS15040924004691,DS15040924201508190136,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,136,6,11,,,139.66,28.45,
DS15040924004691,DS15040924201508190136,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,136,17,7,,,122.82,22.47,
DS15040924004691,DS15040924201508190139,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,139,9,8,,,128.81,27.75,
DS15040924004691,DS15040924201508190139,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,139,19,15,,,148.43,12.97,
DS15040924004691,DS15040924201508190141,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,141,10,11,,,129.93,17.03,
DS15040924004691,DS15040924201508190141,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/19/2015,R,141,14,10,,,122,16.78,
DS15040924004691,DS15040924201508200143,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,143,2,7,,,124.23,18.66,
DS15040924004691,DS15040924201508200143,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,143,10,13,,,139.77,17.25,
DS15040924004691,DS15040924201508200145,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,145,15,5,,,107.66,18.06,
DS15040924004691,DS15040924201508200145,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,145,16,6,,,133.38,20.43,
DS15040924004691,DS15040924201508200155,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,155,12,6,,,126.21,19.36,
DS15040924004691,DS15040924201508200155,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,155,13,11,,,128.17,21.29,
DS15040924004691,DS15040924201508200157,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,157,6,8,,,125.77,22.04,
DS15040924004691,DS15040924201508200157,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,157,7,8,,,123.23,15.3,
DS15040924004691,DS15040924201508200160,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,160,9,5,,,116.27,23,
DS15040924004691,DS15040924201508200160,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/20/2015,R,160,10,8,,,125.76,22.92,
DS15040924004691,DS15040924201508210162,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,162,7,9,,,126.21,23.17,
DS15040924004691,DS15040924201508210162,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,162,13,18,,,147.8,,
DS15040924004691,DS15040924201508210164,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,164,8,7,,,121.25,18.07,
DS15040924004691,DS15040924201508210164,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,164,10,7,,,109.04,17.73,
DS15040924004691,DS15040924201508210173,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,173,5,6,,,119.28,17.97,
DS15040924004691,DS15040924201508210173,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,173,12,7,,,129.33,17.42,
DS15040924004691,DS15040924201508210175,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,175,6,6,,,123.87,24.37,
DS15040924004691,DS15040924201508210175,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,175,9,8,,,128.6,25.55,
DS15040924004691,DS15040924201508210177,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,177,2,6,,,120.95,21.1,
DS15040924004691,DS15040924201508210177,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/21/2015,R,177,3,8,,,127.9,24.04,
DS15040924004691,DS15040924201508220179,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/22/2015,R,179,6,5,,,120.85,17.81,
DS15040924004691,DS15040924201508220179,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/22/2015,R,179,16,9,,,128.65,22.61,
DS15040924004691,DS15040924201508220187,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/22/2015,R,187,17,6,,,118.03,24.8,
DS15040924004691,DS15040924201508220187,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/22/2015,R,187,19,8,,,132.45,16.55,
DS15040924004691,DS15040924201508220189,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/22/2015,R,189,5,7,,,127.6,17.33,
DS15040924004691,DS15040924201508220189,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/22/2015,R,189,12,6,,,124.17,23.75,
DS15040924004691,DS15040924201508220191,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/22/2015,R,191,12,5,,,117.14,22.82,
DS15040924004691,DS15040924201508220191,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/22/2015,R,191,19,7,,,130.13,24.01,
DS15040924004691,DS15040924201508230193,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,193,10,5,,,116.81,20.62,
DS15040924004691,DS15040924201508230193,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,193,18,7,,,121.23,24.91,
DS15040924004691,DS15040924201508230195,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,195,7,7,,,134.01,24.7,
DS15040924004691,DS15040924201508230195,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,195,10,4,,,106.16,19.33,
DS15040924004691,DS15040924201508230197,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,197,4,6,,,117.37,20.34,
DS15040924004691,DS15040924201508230197,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,197,12,7,,,123.93,26.64,
DS15040924004691,DS15040924201508230208,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,208,17,7,,,121.81,27.58,
DS15040924004691,DS15040924201508230208,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,208,20,6,,,114.77,20.63,
DS15040924004691,DS15040924201508230210,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,210,6,7,,,116.69,25.34,
DS15040924004691,DS15040924201508230210,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/23/2015,R,210,8,7,,,119.4,17.03,
DS15040924004691,DS15040924201508240211,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,211,11,6,,,121.59,20.92,
DS15040924004691,DS15040924201508240211,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,211,13,7,,,128.01,24.65,
DS15040924004691,DS15040924201508240213,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,213,9,7,,,127.75,23.52,
DS15040924004691,DS15040924201508240213,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,213,16,8,,,134.42,29.16,
DS15040924004691,DS15040924201508240214,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,214,4,7,,,125.65,21.76,
DS15040924004691,DS15040924201508240214,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,214,20,8,,,122.27,26.29,
DS15040924004691,DS15040924201508240224,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,224,3,10,,,136.83,12.51,
DS15040924004691,DS15040924201508240224,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,224,5,6,,,117.57,18.74,
DS15040924004691,DS15040924201508240226,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,226,14,6,,,119.9,16.52,
DS15040924004691,DS15040924201508240226,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/24/2015,R,226,20,7,,,124.49,25.72,
DS15040924004691,DS15040924201508250228,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,228,6,7,,,129.69,27.27,
DS15040924004691,DS15040924201508250228,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,228,17,6,,,123.41,24.65,
DS15040924004691,DS15040924201508250230,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,230,1,7,,,140.81,28.01,
DS15040924004691,DS15040924201508250230,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,230,15,6,,,123.75,22.12,
DS15040924004691,DS15040924201508250232,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,232,11,6,,,123.97,23.92,
DS15040924004691,DS15040924201508250232,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,232,17,6,,,123.47,24.87,
DS15040924004691,DS15040924201508250234,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,234,5,6,,,125.91,21.05,
DS15040924004691,DS15040924201508250234,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,234,7,6,,,124.82,21.97,
DS15040924004691,DS15040924201508250236,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,236,9,6,,,118.52,16.53,
DS15040924004691,DS15040924201508250236,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/25/2015,R,236,14,7,,,122.78,23.04,
DS15040924004691,DS15040924201508260246,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,246,4,6,,,121.71,19.44,
DS15040924004691,DS15040924201508260246,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,246,11,7,,,128.52,27.31,
DS15040924004691,DS15040924201508260248,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,248,3,6,,,125.77,17.48,
DS15040924004691,DS15040924201508260248,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,248,14,6,,,118.24,19.83,
DS15040924004691,DS15040924201508260250,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,250,7,13,,,123.04,12.56,
DS15040924004691,DS15040924201508260250,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,250,8,8,,,129.66,20.43,
DS15040924004691,DS15040924201508260253,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,253,5,6,,,119.15,22.52,
DS15040924004691,DS15040924201508260253,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,253,18,6,,,119.69,21.47,
DS15040924004691,DS15040924201508260255,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,255,8,7,,,132.71,24.89,
DS15040924004691,DS15040924201508260255,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/26/2015,R,255,14,7,,,124.41,17.65,
DS15040924004691,DS15040924201508270265,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,265,14,6,,,125.23,23.54,
DS15040924004691,DS15040924201508270265,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,265,15,7,,,121.64,21.72,
DS15040924004691,DS15040924201508270267,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,267,2,6,,,119.97,12.44,
DS15040924004691,DS15040924201508270267,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,267,13,6,,,128.5,19.11,
DS15040924004691,DS15040924201508270270,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,270,5,8,,,124.17,18.01,
DS15040924004691,DS15040924201508270270,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,270,9,7,,,120.56,23.3,
DS15040924004691,DS15040924201508270272,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,272,6,7,,,127.64,26.27,
DS15040924004691,DS15040924201508270272,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,272,8,5,,,122.98,19.75,
DS15040924004691,DS15040924201508270275,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,275,8,13,,,140.03,21.03,
DS15040924004691,DS15040924201508270275,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/27/2015,R,275,19,7,,,118.53,23.69,
DS15040924004691,DS15040924201508280287,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,287,10,10,,,129.13,24.82,
DS15040924004691,DS15040924201508280287,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,287,15,9,,,129.55,14.42,
DS15040924004691,DS15040924201508280289,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,289,1,8,,,130.71,26.59,
DS15040924004691,DS15040924201508280289,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,289,8,6,,,126.38,17.05,
DS15040924004691,DS15040924201508280291,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,291,6,6,,,124.19,21.35,
DS15040924004691,DS15040924201508280291,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,291,14,10,,,137.85,13.85,
DS15040924004691,DS15040924201508280293,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,293,5,9,,,134.14,16.54,
DS15040924004691,DS15040924201508280293,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,293,12,6,,,120.57,21.81,
DS15040924004691,DS15040924201508280296,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,296,1,7,,,122.74,17.31,
DS15040924004691,DS15040924201508280296,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/28/2015,R,296,4,6,,,111.43,15.52,
DS15040924004691,DS15040924201508290306,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/29/2015,R,306,2,6,,,117.83,19.18,
DS15040924004691,DS15040924201508290306,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/29/2015,R,306,16,9,,,124.14,12.53,
DS15040924004691,DS15040924201508290308,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/29/2015,R,308,5,7,,,124.87,21.64,
DS15040924004691,DS15040924201508290308,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/29/2015,R,308,12,7,,,118.02,21.18,
DS15040924004691,DS15040924201508290311,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/29/2015,R,311,2,9,,,122.62,23.59,
DS15040924004691,DS15040924201508290311,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/29/2015,R,311,3,8,,,128.98,25.63,
DS15040924004691,DS15040924201508290314,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/29/2015,R,314,12,7,,,126.3,23.38,
DS15040924004691,DS15040924201508290314,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/29/2015,R,314,20,6,,,124.76,23.77,
DS15040924004691,DS15040924201508300325,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,325,16,7,,,123.58,26.05,
DS15040924004691,DS15040924201508300325,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,325,17,7,,,129.53,24.04,
DS15040924004691,DS15040924201508300327,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,327,4,7,,,117.51,22.68,
DS15040924004691,DS15040924201508300327,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,327,13,6,,,122.27,19.52,
DS15040924004691,DS15040924201508300329,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,329,11,6,,,120.22,19.18,
DS15040924004691,DS15040924201508300329,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,329,15,7,,,123.68,20.86,
DS15040924004691,DS15040924201508300332,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,332,10,7,,,122.02,20.28,
DS15040924004691,DS15040924201508300332,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,332,20,7,,,126.67,24.65,
DS15040924004691,DS15040924201508300334,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,334,4,8,,,127.76,16.82,
DS15040924004691,DS15040924201508300334,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/30/2015,R,334,14,8,,,127.64,23.75,
DS15040924004691,DS15040924201508310344,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,344,2,8,,,130.69,23.15,
DS15040924004691,DS15040924201508310344,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,344,3,14,,,136.27,16.78,
DS15040924004691,DS15040924201508310346,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,346,11,6,,,119.61,13.33,
DS15040924004691,DS15040924201508310346,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,346,13,6,,,119.14,17.11,
DS15040924004691,DS15040924201508310347,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,347,9,10,,,131.85,17.28,
DS15040924004691,DS15040924201508310347,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,347,13,6,,,118.85,15.63,
DS15040924004691,DS15040924201508310349,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,349,1,6,,,125.12,20.83,
DS15040924004691,DS15040924201508310349,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,349,11,7,,,138.06,17.6,
DS15040924004691,DS15040924201508310350,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,350,4,11,,,147.7,16.4,
DS15040924004691,DS15040924201508310350,Carla Milburn,DS15,2015/16,YAK,40924,4691,8/31/2015,R,350,18,7,,,126.59,12.32,
DS15040924004691,DS15040924201509010360,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,360,1,14,,,141.08,14.61,
DS15040924004691,DS15040924201509010360,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,360,11,14,,,126.97,11.9,
DS15040924004691,DS15040924201509010362,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,362,4,6,,,138.91,17.28,
DS15040924004691,DS15040924201509010362,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,362,14,7,,,129.2,14.11,
DS15040924004691,DS15040924201509010364,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,364,2,14,,,147.38,21.3,
DS15040924004691,DS15040924201509010364,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,364,12,14,,,143.93,13.42,
DS15040924004691,DS15040924201509010367,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,367,2,9,,,135.05,14.23,
DS15040924004691,DS15040924201509010367,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,367,13,13,,,136.88,16.82,
DS15040924004691,DS15040924201509010369,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,369,7,12,,,134.92,19.71,
DS15040924004691,DS15040924201509010369,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/1/2015,R,369,10,12,,,136.07,15.77,
DS15040924004691,DS15040924201509020382,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/2/2015,R,382,1,10,,,141.64,12.59,
DS15040924004691,DS15040924201509020382,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/2/2015,R,382,14,16,,,151.1,11.21,
DS15040924004691,DS15040924201509020384,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/2/2015,R,384,10,15,,,142.34,20.34,
DS15040924004691,DS15040924201509020384,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/2/2015,R,384,16,6,,,120.63,18.4,
DS15040924004691,DS15040924201509020385,Carla Milburn,DS15,2015/16,YAK,40924,4691,9/2/2015,R,385,10,13,,,146,17.83,
