ID,fishery,adfg,packetnum,set_date,haul,trip_id,haul_id,rcode,shell_num,shell_height,shell_damage,sex,gonad_cond,meat_cond,shell_retained,meat_weight,comments
644,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,4,133,0,0,1,0,1,20,
645,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,5,124,6,0,1,0,1,17,
646,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,6,131,0,0,1,0,1,20,
647,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,7,122,0,0,1,0,1,17,
648,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,8,134,0,0,1,0,1,22,
649,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,9,128,0,0,1,0,1,21,
650,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,10,141,0,0,1,0,1,24,
651,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,11,136,0,,,,,,
652,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,12,143,0,,,,,,
653,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,13,140,0,,,,,,
654,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,14,133,0,,,,,,
655,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,15,138,0,,,,,,
656,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,16,116,0,,,,,,
657,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,17,129,0,,,,,,
658,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,18,147,0,,,,,,
659,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,19,149,0,,,,,,
660,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,20,133,0,,,,,,
661,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,21,128,0,,,,,,
662,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,22,133,0,,,,,,
663,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,23,124,0,,,,,,
664,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,24,119,0,,,,,,
665,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,25,126,0,,,,,,
666,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,26,134,0,,,,,,
667,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,27,134,0,,,,,,
668,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,28,132,0,,,,,,
669,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,29,130,0,,,,,,
670,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,30,140,0,,,,,,
671,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,31,146,0,,,,,,
672,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,32,138,0,,,,,,
673,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,33,134,0,,,,,,
674,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,34,125,0,,,,,,
675,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,35,125,0,,,,,,
676,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,36,139,0,,,,,,
677,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,37,136,1,,,,,,
678,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,38,138,0,,,,,,
679,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,39,130,0,,,,,,
680,DS18,40924,5940,8/25/2018,79,DS18040924005940,DS18040924201808250079,74120,40,129,0,,,,,,
921,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,1,133,2,0,1,0,1,23,
922,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,2,148,1,0,1,1,1,19,
923,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,3,133,0,1,2,0,1,21,
924,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,4,130,0,0,1,0,1,18,
925,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,5,137,0,0,1,0,1,26,
926,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,6,123,0,1,2,0,1,17,
927,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,7,129,0,0,1,0,1,21,
928,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,8,132,0,0,1,0,1,22,
929,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,9,116,0,0,1,0,1,15,
930,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,10,125,0,0,1,0,1,16,
931,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,11,136,0,,,,,,
932,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,12,141,0,,,,,,
933,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,13,128,0,,,,,,
934,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,14,131,1,,,,,,
935,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,15,139,0,,,,,,
936,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,16,128,0,,,,,,
937,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,17,139,0,,,,,,
938,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,18,126,0,,,,,,
939,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,19,135,0,,,,,,
940,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,20,134,0,,,,,,
941,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,21,138,0,,,,,,
942,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,22,131,0,,,,,,
943,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,23,146,1,,,,,,
944,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,24,127,0,,,,,,
945,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,25,126,0,,,,,,
946,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,26,140,0,,,,,,
947,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,27,131,0,,,,,,
948,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,28,134,0,,,,,,
949,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,29,133,0,,,,,,
950,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,30,125,0,,,,,,
951,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,31,157,0,,,,,,
952,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,32,128,0,,,,,,
953,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,33,139,0,,,,,,
954,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,34,136,0,,,,,,
955,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,35,128,0,,,,,,
956,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,36,155,0,,,,,,
957,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,37,131,0,,,,,,
958,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,38,129,0,,,,,,
959,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,39,138,0,,,,,,
960,DS18,40924,5940,8/27/2018,125,DS18040924005940,DS18040924201808270125,74120,40,125,0,,,,,,
721,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,1,140,0,0,1,0,1,25,
722,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,2,125,0,1,2,0,1,20,
723,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,3,126,0,1,2,0,1,20,
724,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,4,128,0,1,2,0,1,17,
725,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,5,121,0,0,1,0,1,16,
726,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,6,126,0,2,2,0,1,21,
727,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,7,148,0,2,2,0,1,27,
728,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,8,134,0,0,1,0,1,26,
729,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,9,123,0,0,1,0,1,18,
730,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,10,134,0,0,1,0,1,22,
731,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,11,123,6,,,,,,
732,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,12,136,0,,,,,,
733,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,13,129,0,,,,,,
734,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,14,136,0,,,,,,
735,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,15,144,1,,,,,,
736,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,16,133,0,,,,,,
737,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,17,144,1,,,,,,
738,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,18,148,0,,,,,,
739,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,19,131,0,,,,,,
740,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,20,122,0,,,,,,
741,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,21,140,0,,,,,,
742,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,22,130,0,,,,,,
743,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,23,146,1,,,,,,
744,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,24,138,0,,,,,,
745,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,25,148,0,,,,,,
746,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,26,143,1,,,,,,
747,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,27,141,0,,,,,,
748,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,28,148,2,,,,,,
749,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,29,126,0,,,,,,
750,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,30,146,0,,,,,,
751,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,31,148,0,,,,,,
752,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,32,121,0,,,,,,
753,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,33,144,1,,,,,,
754,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,34,143,0,,,,,,
755,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,35,142,0,,,,,,
756,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,36,148,0,,,,,,
757,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,37,145,0,,,,,,
758,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,38,131,0,,,,,,
759,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,39,145,1,,,,,,
760,DS18,40924,5940,9/1/2018,186,DS18040924005940,DS18040924201809010186,74120,40,150,2,,,,,,
801,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,1,119,0,0,0,0,1,13,
802,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,2,134,0,1,2,0,1,23,
803,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,3,121,2,2,2,0,,17,
804,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,4,138,0,1,2,0,1,26,
805,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,5,125,0,1,2,0,,18,
806,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,6,126,0,1,2,0,1,20,
807,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,7,132,0,2,2,0,1,22,
808,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,8,126,0,1,2,0,1,19,
809,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,9,124,0,1,2,0,1,16,
810,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,10,122,0,1,2,0,1,19,
811,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,11,127,1,,,,,,
812,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,12,127,3,,,,,,
813,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,13,133,0,,,,,,
814,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,14,140,0,,,,,,
815,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,15,125,0,,,,,,
816,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,16,135,0,,,,,,
817,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,17,127,2,,,,,,
818,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,18,123,0,,,,,,
819,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,19,134,0,,,,,,
820,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,20,127,0,,,,,,
821,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,21,129,0,,,,,,
822,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,22,125,0,,,,,,
823,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,23,116,0,,,,,,
824,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,24,131,0,,,,,,
825,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,25,129,0,,,,,,
826,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,26,128,1,,,,,,
827,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,27,126,0,,,,,,
828,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,28,134,4,,,,,,
829,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,29,126,0,,,,,,
830,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,30,125,0,,,,,,
831,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,31,124,0,,,,,,
832,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,32,146,0,,,,,,
833,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,33,119,0,,,,,,
834,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,34,126,0,,,,,,
835,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,35,121,0,,,,,,
836,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,36,124,0,,,,,,
837,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,37,125,0,,,,,,
838,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,38,127,0,,,,,,
839,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,39,127,0,,,,,,
840,DS18,40924,5940,9/4/2018,242,DS18040924005940,DS18040924201809040242,74120,40,125,0,,,,,,
1321,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,1,119,0,2,2,0,1,18,
1322,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,2,115,0,1,2,0,1,16,
1323,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,3,124,0,1,2,0,1,15,
1324,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,4,123,2,2,2,0,,18,
1325,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,5,123,0,2,2,0,1,17,
1326,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,6,123,0,1,2,0,1,19,
1327,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,7,120,1,1,2,0,1,17,
1328,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,8,119,0,1,2,0,1,20,
1329,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,9,118,2,1,2,0,1,18,
1330,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,10,123,0,1,2,0,1,15,
1331,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,11,120,0,,,,,,
1332,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,12,117,0,,,,,,
1333,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,13,128,2,,,,,,
1334,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,14,114,0,,,,,,
1335,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,15,128,0,,,,,,
1336,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,16,125,0,,,,,,
1337,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,17,125,0,,,,,,
1338,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,18,121,0,,,,,,
1339,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,19,121,0,,,,,,
1340,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,20,126,2,,,,,,
1341,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,21,118,0,,,,,,
1342,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,22,119,0,,,,,,
1343,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,23,135,0,,,,,,
1344,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,24,118,0,,,,,,
1345,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,25,122,1,,,,,,
1346,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,26,122,0,,,,,,
1347,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,27,130,0,,,,,,
1348,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,28,117,0,,,,,,
1349,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,29,128,2,,,,,,
1350,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,30,120,0,,,,,,
1351,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,31,117,0,,,,,,
1352,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,32,124,0,,,,,,
1353,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,33,121,0,,,,,,
1354,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,34,133,0,,,,,,
1355,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,35,116,0,,,,,,
1356,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,36,122,0,,,,,,
1357,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,37,119,0,,,,,,
1358,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,38,125,1,,,,,,
1359,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,39,122,0,,,,,,
1360,DS18,40924,5940,9/13/2018,296,DS18040924005940,DS18040924201809130296,74120,40,127,0,,,,,,
881,DS18,40924,5940,9/17/2018,340,DS18040924005940,DS18040924201809170340,74120,1,141,0,2,3,0,1,26,
882,DS18,40924,5940,9/17/2018,340,DS18040924005940,DS18040924201809170340,74120,2,125,0,2,3,0,1,19,
883,DS18,40924,5940,9/17/2018,340,DS18040924005940,DS18040924201809170340,74120,3,123,0,1,3,0,1,18,
884,DS18,40924,5940,9/17/2018,340,DS18040924005940,DS18040924201809170340,74120,4,118,0,1,3,0,1,17,
885,DS18,40924,5940,9/17/2018,340,DS18040924005940,DS18040924201809170340,74120,5,116,0,1,3,0,1,13,
886,DS18,40924,5940,9/17/2018,340,DS18040924005940,DS18040924201809170340,74120,6,132,0,1,3,0,1,26,
887,DS18,40924,5940,9/17/2018,340,DS18040924005940,DS18040924201809170340,74120,7,128,0,1,3,0,1,22,
888,DS18,40924,5940,9/17/2018,340,DS18040924005940,DS18040924201809170340,74120,8,120,0,1,3,0,1,13,
