Fishery,District,Trip_ID,ADFG,Prod_Date,Cases_Packed,Meat_Weight
"DS16","YAK","DS16058200005283",58200,"09-08-2016",68,2040
"DS16","YAK","DS16058200005283",58200,"09-09-2016",66,1980
"DS16","YAK","DS16058200005283",58200,"09-10-2016",71,2130
"DS16","YAK","DS16058200005283",58200,"09-11-2016",65,1950
"DS16","YAK","DS16058200005283",58200,"09-12-2016",39,1170
"DS16","YAK","DS16058200005283",58200,"09-13-2016",60,1800
"DS16","YAK","DS16058200005283",58200,"09-14-2016",62,1860
"DS16","YAK","DS16058200005283",58200,"09-15-2016",44,1320
"DS16","YAK","DS16058200005283",58200,"09-16-2016",57,1710
"DS16","YAK","DS16058200005283",58200,"09-17-2016",68,2040
"DS16","YAK","DS16058200005283",58200,"09-18-2016",63,1890
"DS16","YAK","DS16058200005283",58200,"09-19-2016",63,1890
"DS16","YAK","DS16058200005283",58200,"09-20-2016",55,1650
"DS16","YAK","DS16058200005283",58200,"09-21-2016",52,1560
"DS16","YAK","DS16058200005283",58200,"09-23-2016",26,780
"DS16","YAK","DS16058200005283",58200,"09-24-2016",67,2010
"DS16","YAK","DS16058200005283",58200,"09-25-2016",69,2070
"DS16","YAK","DS16058200005283",58200,"09-26-2016",51,1530
"DS16","YAK","DS16058200005283",58200,"09-27-2016",67,2010
"DS16","YAK","DS16058200005283",58200,"09-28-2016",79,2370
"DS16","YAK","DS16058200005283",58200,"09-29-2016",73,2190
"DS16","YAK","DS16058200005283",58200,"09-30-2016",63,1890
"DS16","YAK","DS16058200005283",58200,"10-01-2016",66,1980
"DS16","YAK","DS16058200005283",58200,"10-02-2016",36,1080
"DS16","YAK","DS16058200005305",58200,"10-08-2016",12,360
"DS16","YAK","DS16058200005305",58200,"10-09-2016",71,2130
"DS16","YAK","DS16058200005305",58200,"10-10-2016",74,2220
"DS16","YAK","DS16058200005305",58200,"10-11-2016",75,2250
"DS16","YAK","DS16058200005305",58200,"10-12-2016",76,2280
"DS16","YAK","DS16058200005305",58200,"10-13-2016",80,2400
"DS16","YAK","DS16058200005305",58200,"10-14-2016",74,2220
"DS16","YAK","DS16058200005305",58200,"10-15-2016",75,2250
"DS16","YAK","DS16058200005305",58200,"10-16-2016",77,2310
"DS16","YAK","DS16058200005305",58200,"10-17-2016",71,2130
"DS16","YAK","DS16058200005305",58200,"10-18-2016",77,2310
"DS16","YAK","DS16058200005305",58200,"10-19-2016",73,2190
"DS16","D16","DS16058200005305",58200,"10-20-2016",8,240
"DS16","YAK","DS16058200005305",58200,"10-20-2016",38,1140
"DS16","YAK","DS16058200005305",58200,"10-21-2016",66,1980
"DS16","YAK","DS16058200005305",58200,"10-22-2016",76,2280
"DS16","YAK","DS16058200005305",58200,"10-23-2016",75,2250
"DS16","YAK","DS16058200005305",58200,"10-24-2016",72,2160
"DS16","YAK","DS16058200005305",58200,"10-25-2016",74,2220
"DS16","YAK","DS16058200005305",58200,"10-26-2016",21,640
"ES16","WKI","ES16058200005282",58200,"08-25-2016",5,150
"ES16","WKI","ES16058200005282",58200,"08-26-2016",50,1500
"ES16","WKI","ES16058200005282",58200,"08-27-2016",47,1410
"ES16","WKI","ES16058200005282",58200,"08-28-2016",53,1590
"ES16","WKI","ES16058200005282",58200,"08-29-2016",57,1710
"KS16","KNE","KS16000303005277",303,"07-01-2016",16,480
"KS16","KNE","KS16000303005277",303,"07-02-2016",23,690
"KS16","KNE","KS16000303005277",303,"07-03-2016",25,750
"KS16","KNE","KS16000303005277",303,"07-04-2016",32,960
"KS16","KNE","KS16000303005277",303,"07-05-2016",20,600
"KS16","KNE","KS16000303005277",303,"07-06-2016",8,240
"KS16","KSH","KS16000303005277",303,"07-08-2016",24,720
"KS16","KSH","KS16000303005277",303,"07-09-2016",46,1400
"KS16","KSH","KS16000303005277",303,"07-10-2016",31,950
"KS16","KSH","KS16000303005277",303,"07-11-2016",34,1020
"KS16","KSH","KS16000303005277",303,"07-12-2016",34,1025
"KS16","KSH","KS16000303005277",303,"07-13-2016",33,1005
"KS16","KSH","KS16000303005277",303,"07-14-2016",29,870
"KS16","KSH","KS16000303005277",303,"07-15-2016",40,1215
"KS16","KSH","KS16000303005277",303,"07-16-2016",22,665
"KS16","KSH","KS16000303005277",303,"07-17-2016",31,935
"KS16","KSH","KS16000303005277",303,"07-18-2016",35,1060
"KS16","KSH","KS16000303005277",303,"07-19-2016",34,1020
"KS16","KSH","KS16000303005277",303,"07-20-2016",9,275
"KS16","KNE","KS16000303005277",303,"07-23-2016",0,0
"KS16","KNE","KS16000303005277",303,"07-24-2016",34,1020
"KS16","KNE","KS16000303005277",303,"07-25-2016",0,0
"KS16","KNE","KS16000303005277",303,"07-28-2016",0,0
"KS16","KNE","KS16058200005276",58200,"07-01-2016",0,0
"KS16","KNE","KS16058200005276",58200,"07-06-2016",3,100
"KS16","KNE","KS16058200005276",58200,"07-07-2016",3,110
"KS16","KSH","KS16058200005276",58200,"07-09-2016",13,394
"KS16","KSH","KS16058200005276",58200,"07-10-2016",14,446
"KS16","KSH","KS16058200005276",58200,"07-11-2016",14,420
"KS16","KSH","KS16058200005276",58200,"07-12-2016",27,810
"KS16","KSH","KS16058200005276",58200,"07-13-2016",26,780
"KS16","KSH","KS16058200005276",58200,"07-14-2016",33,990
"KS16","KSH","KS16058200005276",58200,"07-15-2016",21,630
"KS16","KSH","KS16058200005276",58200,"07-16-2016",34,1020
"KS16","KSH","KS16058200005276",58200,"07-17-2016",30,900
"KS16","KSH","KS16058200005276",58200,"07-18-2016",28,840
"KS16","KSH","KS16058200005276",58200,"07-19-2016",37,1110
"KS16","KSH","KS16058200005276",58200,"07-20-2016",24,720
"KS16","KSH","KS16058200005276",58200,"07-21-2016",64,1920
"KS16","KSH","KS16058200005276",58200,"07-22-2016",49,1470
"KS16","KSH","KS16058200005276",58200,"07-23-2016",17,510
"KS16","KNE","KS16058200005276",58200,"07-30-2016",28,840
"KS16","KNE","KS16058200005276",58200,"07-31-2016",20,600
"KS16","KSW","KS16058200005276",58200,"07-31-2016",5,150
"KS16","KSW","KS16058200005276",58200,"08-01-2016",48,1440
"KS16","KSW","KS16058200005276",58200,"08-02-2016",50,1500
"KS16","KSW","KS16058200005276",58200,"08-03-2016",49,1470
"KS16","KSW","KS16058200005276",58200,"08-04-2016",62,1860
"KS16","KSW","KS16058200005276",58200,"08-05-2016",57,1710
"KS16","KSW","KS16058200005276",58200,"08-06-2016",54,1620
"KS16","KSW","KS16058200005276",58200,"08-07-2016",54,1620
"KS16","KSW","KS16058200005276",58200,"08-08-2016",54,1620
"KS16","KSW","KS16058200005276",58200,"08-09-2016",58,1740
"KS16","KSW","KS16058200005276",58200,"08-10-2016",55,1650
"KS16","KSW","KS16058200005276",58200,"08-11-2016",58,1740
"KS16","KSW","KS16058200005276",58200,"08-12-2016",50,1500
"KS16","KSW","KS16058200005276",58200,"08-13-2016",61,1830
"KS16","KSW","KS16058200005276",58200,"08-14-2016",62,1860
"KS16","KSW","KS16058200005276",58200,"08-15-2016",60,1800
"KS16","KNE","KS16058200005276",58200,"08-16-2016",12,360
"KS16","KNE","KS16058200005276",58200,"08-17-2016",20,600
"KS16","KNE","KS16058200005276",58200,"08-18-2016",18,540
"KS16","KNE","KS16058200005290",58200,"09-02-2016",5,160
"KS16","KNE","KS16058200005307",58200,"11-02-2016",0,0
"KS16","KNE","KS16058200005307",58200,"11-03-2016",23,690
"KS16","KNE","KS16058200005307",58200,"11-04-2016",17,510
"KS16","KNE","KS16058200005307",58200,"11-05-2016",34,1020
"KS16","KNE","KS16058200005307",58200,"11-06-2016",12,360
"KS16","KNE","KS16058200005307",58200,"11-08-2016",11,330
"KS16","KNE","KS16058200005307",58200,"11-09-2016",26,780
"KS16","KNE","KS16058200005307",58200,"11-10-2016",15,450
"KS16","KNE","KS16058200005307",58200,"11-11-2016",43,1290
"KS16","KNE","KS16058200005307",58200,"11-12-2016",15,450
"KS16","KNE","KS16058200005307",58200,"11-15-2016",0,0
"KS16","KNE","KS16058200005307",58200,"11-16-2016",39,1170
"KS16","KNE","KS16058200005307",58200,"11-17-2016",42,1260
"KS16","KNE","KS16058200005307",58200,"11-18-2016",2,60
"KS16","KNE","KS16058200005416",58200,"11-30-2016",0,0
"KS16","KNE","KS16058200005416",58200,"12-01-2016",29,870
"KS16","KNE","KS16058200005416",58200,"12-02-2016",32,960
"KS16","KNE","KS16058200005416",58200,"12-04-2016",8,240
"KS16","KNE","KS16058200005416",58200,"12-05-2016",9,270
"KS16","KNE","KS16058200005416",58200,"12-06-2016",33,990
"KS16","KNE","KS16058200005416",58200,"12-08-2016",8,240
"KS16","KNE","KS16058200005416",58200,"12-09-2016",25,750
"KS16","KNE","KS16058200005416",58200,"12-10-2016",28,840
"KS16","KNE","KS16058200005416",58200,"12-11-2016",8,240
"KS16","KNE","KS16058200005416",58200,"12-12-2016",2,60
"KS16","KNE","KS16058200005416",58200,"12-13-2016",21,630
"KS16","KNE","KS16058200005416",58200,"12-14-2016",18,540
"KS16","KNE","KS16058200005416",58200,"12-15-2016",32,960
"KS16","KNE","KS16058200005416",58200,"12-16-2016",13,400
"MS16","C","MS16000303005291",303,"09-05-2016",0,0
"MS16","UB","MS16000303005291",303,"09-06-2016",8,240
"MS16","UB","MS16000303005291",303,"09-07-2016",40,1200
"MS16","UB","MS16000303005291",303,"09-08-2016",47,1420
"MS16","UB","MS16000303005291",303,"09-09-2016",45,1355
"MS16","UB","MS16000303005291",303,"09-10-2016",16,505
"MS16","UB","MS16000303005291",303,"09-11-2016",42,1265
"MS16","UB","MS16000303005291",303,"09-12-2016",60,1800
"MS16","UB","MS16000303005291",303,"09-13-2016",53,1590
"MS16","UB","MS16000303005291",303,"09-14-2016",42,1260
"MS16","UB","MS16000303005291",303,"09-15-2016",60,1800
"MS16","UB","MS16000303005291",303,"09-16-2016",48,1440
"MS16","UB","MS16000303005291",303,"09-17-2016",38,1141
"OS16","O","OS16000303005292",303,"09-18-2016",0,0
"OS16","O","OS16000303005292",303,"09-19-2016",23,700
"OS16","O","OS16000303005292",303,"09-20-2016",59,1785
"OS16","O","OS16000303005292",303,"09-21-2016",59,1780
"OS16","O","OS16000303005292",303,"09-22-2016",26,785
"OS16","O","OS16000303005292",303,"09-23-2016",0,0
"QS16","Q","QS16000303005293",303,"09-24-2016",5,175
"QS16","Q","QS16000303005293",303,"09-25-2016",28,845
"QS16","Q","QS16000303005293",303,"09-26-2016",25,770
"QS16","Q","QS16000303005293",303,"09-27-2016",33,1000
"QS16","Q","QS16000303005293",303,"09-28-2016",36,1080
"QS16","Q","QS16000303005293",303,"09-29-2016",35,1050
"QS16","Q","QS16000303005293",303,"09-30-2016",18,540
"QS16","Q","QS16000303005293",303,"10-02-2016",17,515
"QS16","Q","QS16000303005293",303,"10-03-2016",36,1105
"QS16","Q","QS16000303005293",303,"10-04-2016",16,495
