Fishery,District,Haul_ID,ADFG,Rtnd_Disc,Shell_Height,Shell_Num
"DS09","YAK","DS09032554200907010009",32554,"R",132,1
"DS09","YAK","DS09032554200907010009",32554,"R",140,2
"DS09","YAK","DS09032554200907010009",32554,"R",145,3
"DS09","YAK","DS09032554200907010009",32554,"R",139,4
"DS09","YAK","DS09032554200907010009",32554,"R",130,5
"DS09","YAK","DS09032554200907010009",32554,"R",141,6
"DS09","YAK","DS09032554200907010009",32554,"R",139,7
"DS09","YAK","DS09032554200907010009",32554,"R",122,8
"DS09","YAK","DS09032554200907010009",32554,"R",111,9
"DS09","YAK","DS09032554200907010009",32554,"R",133,10
"DS09","YAK","DS09032554200907010009",32554,"R",108,11
"DS09","YAK","DS09032554200907010009",32554,"R",132,12
"DS09","YAK","DS09032554200907010009",32554,"R",134,13
"DS09","YAK","DS09032554200907010009",32554,"R",140,14
"DS09","YAK","DS09032554200907010009",32554,"R",131,15
"DS09","YAK","DS09032554200907010009",32554,"R",127,16
"DS09","YAK","DS09032554200907010009",32554,"R",134,17
"DS09","YAK","DS09032554200907010009",32554,"R",135,18
"DS09","YAK","DS09032554200907010009",32554,"R",120,19
"DS09","YAK","DS09032554200907010009",32554,"R",132,20
"DS09","YAK","DS09032554200907010009",32554,"D",123,41
"DS09","YAK","DS09032554200907010009",32554,"D",112,42
"DS09","YAK","DS09032554200907010009",32554,"D",117,43
"DS09","YAK","DS09032554200907010009",32554,"D",102,44
"DS09","YAK","DS09032554200907010009",32554,"D",124,45
"DS09","YAK","DS09032554200907010009",32554,"D",107,46
"DS09","YAK","DS09032554200907010009",32554,"D",97,47
"DS09","YAK","DS09032554200907010009",32554,"D",105,48
"DS09","YAK","DS09032554200907010009",32554,"D",97,49
"DS09","YAK","DS09032554200907010009",32554,"D",107,50
"DS09","YAK","DS09032554200907010009",32554,"D",77,51
"DS09","YAK","DS09032554200907010009",32554,"D",91,52
"DS09","YAK","DS09032554200907010009",32554,"D",121,53
"DS09","YAK","DS09032554200907010009",32554,"D",76,54
"DS09","YAK","DS09032554200907010009",32554,"D",74,55
"DS09","YAK","DS09032554200907010009",32554,"D",110,56
"DS09","YAK","DS09032554200907010009",32554,"D",73,57
"DS09","YAK","DS09032554200907010009",32554,"D",109,58
"DS09","YAK","DS09032554200907010009",32554,"D",108,59
"DS09","YAK","DS09032554200907010009",32554,"D",98,60
"DS09","YAK","DS09032554200907010011",32554,"R",139,1
"DS09","YAK","DS09032554200907010011",32554,"R",144,2
"DS09","YAK","DS09032554200907010011",32554,"R",136,3
"DS09","YAK","DS09032554200907010011",32554,"R",134,4
"DS09","YAK","DS09032554200907010011",32554,"R",126,5
"DS09","YAK","DS09032554200907010011",32554,"R",124,6
"DS09","YAK","DS09032554200907010011",32554,"R",118,7
"DS09","YAK","DS09032554200907010011",32554,"R",119,8
"DS09","YAK","DS09032554200907010011",32554,"R",121,9
"DS09","YAK","DS09032554200907010011",32554,"R",127,10
"DS09","YAK","DS09032554200907010011",32554,"R",134,11
"DS09","YAK","DS09032554200907010011",32554,"R",145,12
"DS09","YAK","DS09032554200907010011",32554,"R",138,13
"DS09","YAK","DS09032554200907010011",32554,"R",117,14
"DS09","YAK","DS09032554200907010011",32554,"R",134,15
"DS09","YAK","DS09032554200907010011",32554,"R",126,16
"DS09","YAK","DS09032554200907010011",32554,"R",122,17
"DS09","YAK","DS09032554200907010011",32554,"R",134,18
"DS09","YAK","DS09032554200907010011",32554,"R",119,19
"DS09","YAK","DS09032554200907010011",32554,"R",137,20
"DS09","YAK","DS09032554200907010011",32554,"D",92,41
"DS09","YAK","DS09032554200907010011",32554,"D",121,42
"DS09","YAK","DS09032554200907010011",32554,"D",117,43
"DS09","YAK","DS09032554200907010011",32554,"D",118,44
"DS09","YAK","DS09032554200907010011",32554,"D",136,45
"DS09","YAK","DS09032554200907010011",32554,"D",93,46
"DS09","YAK","DS09032554200907010011",32554,"D",139,47
"DS09","YAK","DS09032554200907010011",32554,"D",92,48
"DS09","YAK","DS09032554200907010011",32554,"D",104,49
"DS09","YAK","DS09032554200907010011",32554,"D",132,50
"DS09","YAK","DS09032554200907010011",32554,"D",101,51
"DS09","YAK","DS09032554200907010011",32554,"D",125,52
"DS09","YAK","DS09032554200907010011",32554,"D",100,53
"DS09","YAK","DS09032554200907010011",32554,"D",115,54
"DS09","YAK","DS09032554200907010011",32554,"D",104,55
"DS09","YAK","DS09032554200907010011",32554,"D",123,56
"DS09","YAK","DS09032554200907010011",32554,"D",107,57
"DS09","YAK","DS09032554200907010011",32554,"D",105,58
"DS09","YAK","DS09032554200907010011",32554,"D",119,59
"DS09","YAK","DS09032554200907010011",32554,"D",116,60
"DS09","YAK","DS09032554200907020022",32554,"R",145,1
"DS09","YAK","DS09032554200907020022",32554,"R",138,2
"DS09","YAK","DS09032554200907020022",32554,"R",124,3
"DS09","YAK","DS09032554200907020022",32554,"R",130,4
"DS09","YAK","DS09032554200907020022",32554,"R",134,5
"DS09","YAK","DS09032554200907020022",32554,"R",142,6
"DS09","YAK","DS09032554200907020022",32554,"R",147,7
"DS09","YAK","DS09032554200907020022",32554,"R",113,8
"DS09","YAK","DS09032554200907020022",32554,"R",145,9
"DS09","YAK","DS09032554200907020022",32554,"R",130,10
"DS09","YAK","DS09032554200907020022",32554,"R",123,11
"DS09","YAK","DS09032554200907020022",32554,"R",142,12
"DS09","YAK","DS09032554200907020022",32554,"R",139,13
"DS09","YAK","DS09032554200907020022",32554,"R",141,14
"DS09","YAK","DS09032554200907020022",32554,"R",138,15
"DS09","YAK","DS09032554200907020022",32554,"R",136,16
"DS09","YAK","DS09032554200907020022",32554,"R",150,17
"DS09","YAK","DS09032554200907020022",32554,"R",120,18
"DS09","YAK","DS09032554200907020022",32554,"R",128,19
"DS09","YAK","DS09032554200907020022",32554,"R",147,20
"DS09","YAK","DS09032554200907020022",32554,"D",100,41
"DS09","YAK","DS09032554200907020022",32554,"D",99,42
"DS09","YAK","DS09032554200907020022",32554,"D",106,43
"DS09","YAK","DS09032554200907020022",32554,"D",107,44
"DS09","YAK","DS09032554200907020022",32554,"D",106,45
"DS09","YAK","DS09032554200907020022",32554,"D",104,46
"DS09","YAK","DS09032554200907020022",32554,"D",104,47
"DS09","YAK","DS09032554200907020022",32554,"D",101,48
"DS09","YAK","DS09032554200907020022",32554,"D",108,49
"DS09","YAK","DS09032554200907020022",32554,"D",122,50
"DS09","YAK","DS09032554200907020022",32554,"D",80,51
"DS09","YAK","DS09032554200907020022",32554,"D",70,52
"DS09","YAK","DS09032554200907020022",32554,"D",101,53
"DS09","YAK","DS09032554200907020022",32554,"D",100,54
"DS09","YAK","DS09032554200907020022",32554,"D",108,55
"DS09","YAK","DS09032554200907020022",32554,"D",105,56
"DS09","YAK","DS09032554200907020022",32554,"D",73,57
"DS09","YAK","DS09032554200907020022",32554,"D",105,58
"DS09","YAK","DS09032554200907020022",32554,"D",103,59
"DS09","YAK","DS09032554200907020022",32554,"D",74,60
"DS09","YAK","DS09032554200907020023",32554,"R",139,1
"DS09","YAK","DS09032554200907020023",32554,"R",132,2
"DS09","YAK","DS09032554200907020023",32554,"R",137,3
"DS09","YAK","DS09032554200907020023",32554,"R",136,4
"DS09","YAK","DS09032554200907020023",32554,"R",123,5
"DS09","YAK","DS09032554200907020023",32554,"R",136,6
"DS09","YAK","DS09032554200907020023",32554,"R",134,7
"DS09","YAK","DS09032554200907020023",32554,"R",126,8
"DS09","YAK","DS09032554200907020023",32554,"R",126,9
"DS09","YAK","DS09032554200907020023",32554,"R",140,10
"DS09","YAK","DS09032554200907020023",32554,"R",125,11
"DS09","YAK","DS09032554200907020023",32554,"R",141,12
"DS09","YAK","DS09032554200907020023",32554,"R",131,13
"DS09","YAK","DS09032554200907020023",32554,"R",119,14
"DS09","YAK","DS09032554200907020023",32554,"R",140,15
"DS09","YAK","DS09032554200907020023",32554,"R",132,16
"DS09","YAK","DS09032554200907020023",32554,"R",150,17
"DS09","YAK","DS09032554200907020023",32554,"R",131,18
"DS09","YAK","DS09032554200907020023",32554,"R",152,19
"DS09","YAK","DS09032554200907020023",32554,"R",130,20
"DS09","YAK","DS09032554200907020023",32554,"D",97,41
"DS09","YAK","DS09032554200907020023",32554,"D",102,42
"DS09","YAK","DS09032554200907020023",32554,"D",102,43
"DS09","YAK","DS09032554200907020023",32554,"D",93,44
"DS09","YAK","DS09032554200907020023",32554,"D",107,45
"DS09","YAK","DS09032554200907020023",32554,"D",135,46
"DS09","YAK","DS09032554200907020023",32554,"D",110,47
"DS09","YAK","DS09032554200907020023",32554,"D",122,48
"DS09","YAK","DS09032554200907020023",32554,"D",109,49
"DS09","YAK","DS09032554200907020023",32554,"D",96,50
"DS09","YAK","DS09032554200907020023",32554,"D",97,51
"DS09","YAK","DS09032554200907020023",32554,"D",102,52
"DS09","YAK","DS09032554200907020023",32554,"D",98,53
"DS09","YAK","DS09032554200907020023",32554,"D",106,54
"DS09","YAK","DS09032554200907020023",32554,"D",103,55
"DS09","YAK","DS09032554200907020023",32554,"D",121,56
"DS09","YAK","DS09032554200907020023",32554,"D",108,57
"DS09","YAK","DS09032554200907020023",32554,"D",99,58
"DS09","YAK","DS09032554200907020023",32554,"D",110,59
"DS09","YAK","DS09032554200907020023",32554,"D",147,60
"DS09","YAK","DS09032554200907020028",32554,"R",128,1
"DS09","YAK","DS09032554200907020028",32554,"R",119,2
"DS09","YAK","DS09032554200907020028",32554,"R",134,3
"DS09","YAK","DS09032554200907020028",32554,"R",139,4
"DS09","YAK","DS09032554200907020028",32554,"R",142,5
"DS09","YAK","DS09032554200907020028",32554,"R",140,6
"DS09","YAK","DS09032554200907020028",32554,"R",133,7
"DS09","YAK","DS09032554200907020028",32554,"R",126,8
"DS09","YAK","DS09032554200907020028",32554,"R",127,9
"DS09","YAK","DS09032554200907020028",32554,"R",118,10
"DS09","YAK","DS09032554200907020028",32554,"R",142,11
"DS09","YAK","DS09032554200907020028",32554,"R",131,12
"DS09","YAK","DS09032554200907020028",32554,"R",133,13
"DS09","YAK","DS09032554200907020028",32554,"R",129,14
"DS09","YAK","DS09032554200907020028",32554,"R",118,15
"DS09","YAK","DS09032554200907020028",32554,"R",141,16
"DS09","YAK","DS09032554200907020028",32554,"R",161,17
"DS09","YAK","DS09032554200907020028",32554,"R",129,18
"DS09","YAK","DS09032554200907020028",32554,"R",131,19
"DS09","YAK","DS09032554200907020028",32554,"R",130,20
"DS09","YAK","DS09032554200907020028",32554,"D",91,41
"DS09","YAK","DS09032554200907020028",32554,"D",136,42
"DS09","YAK","DS09032554200907020028",32554,"D",127,43
"DS09","YAK","DS09032554200907020028",32554,"D",118,44
"DS09","YAK","DS09032554200907020028",32554,"D",130,45
"DS09","YAK","DS09032554200907020028",32554,"D",120,46
"DS09","YAK","DS09032554200907020028",32554,"D",135,47
"DS09","YAK","DS09032554200907020028",32554,"D",131,48
"DS09","YAK","DS09032554200907020028",32554,"D",107,49
"DS09","YAK","DS09032554200907020028",32554,"D",91,50
"DS09","YAK","DS09032554200907020028",32554,"D",123,51
"DS09","YAK","DS09032554200907020028",32554,"D",127,52
"DS09","YAK","DS09032554200907020028",32554,"D",128,53
"DS09","YAK","DS09032554200907020028",32554,"D",127,54
"DS09","YAK","DS09032554200907020028",32554,"D",127,55
"DS09","YAK","DS09032554200907020028",32554,"D",135,56
"DS09","YAK","DS09032554200907020028",32554,"D",122,57
"DS09","YAK","DS09032554200907020028",32554,"D",106,58
"DS09","YAK","DS09032554200907020028",32554,"D",92,59
"DS09","YAK","DS09032554200907020028",32554,"D",78,60
"DS09","YAK","DS09032554200907020030",32554,"R",140,1
"DS09","YAK","DS09032554200907020030",32554,"R",147,2
"DS09","YAK","DS09032554200907020030",32554,"R",133,3
"DS09","YAK","DS09032554200907020030",32554,"R",130,4
"DS09","YAK","DS09032554200907020030",32554,"R",126,5
"DS09","YAK","DS09032554200907020030",32554,"R",129,6
"DS09","YAK","DS09032554200907020030",32554,"R",127,7
"DS09","YAK","DS09032554200907020030",32554,"R",123,8
"DS09","YAK","DS09032554200907020030",32554,"R",141,9
"DS09","YAK","DS09032554200907020030",32554,"R",130,10
"DS09","YAK","DS09032554200907020030",32554,"R",124,11
"DS09","YAK","DS09032554200907020030",32554,"R",117,12
"DS09","YAK","DS09032554200907020030",32554,"R",126,13
"DS09","YAK","DS09032554200907020030",32554,"R",123,14
"DS09","YAK","DS09032554200907020030",32554,"R",127,15
"DS09","YAK","DS09032554200907020030",32554,"R",140,16
"DS09","YAK","DS09032554200907020030",32554,"R",130,17
"DS09","YAK","DS09032554200907020030",32554,"R",120,18
"DS09","YAK","DS09032554200907020030",32554,"R",125,19
"DS09","YAK","DS09032554200907020030",32554,"R",120,20
"DS09","YAK","DS09032554200907020030",32554,"D",124,41
"DS09","YAK","DS09032554200907020030",32554,"D",125,42
"DS09","YAK","DS09032554200907020030",32554,"D",120,43
"DS09","YAK","DS09032554200907020030",32554,"D",113,44
"DS09","YAK","DS09032554200907020030",32554,"D",122,45
"DS09","YAK","DS09032554200907020030",32554,"D",121,46
"DS09","YAK","DS09032554200907020030",32554,"D",128,47
"DS09","YAK","DS09032554200907020030",32554,"D",107,48
"DS09","YAK","DS09032554200907020030",32554,"D",114,49
"DS09","YAK","DS09032554200907020030",32554,"D",143,50
"DS09","YAK","DS09032554200907020030",32554,"D",125,51
"DS09","YAK","DS09032554200907020030",32554,"D",123,52
"DS09","YAK","DS09032554200907020030",32554,"D",111,53
"DS09","YAK","DS09032554200907020030",32554,"D",123,54
"DS09","YAK","DS09032554200907020030",32554,"D",72,55
"DS09","YAK","DS09032554200907020030",32554,"D",111,56
"DS09","YAK","DS09032554200907020030",32554,"D",119,57
"DS09","YAK","DS09032554200907020030",32554,"D",115,58
"DS09","YAK","DS09032554200907020030",32554,"D",113,59
"DS09","YAK","DS09032554200907020030",32554,"D",115,60
"DS09","YAK","DS09032554200907050056",32554,"R",135,1
"DS09","YAK","DS09032554200907050056",32554,"R",130,2
"DS09","YAK","DS09032554200907050056",32554,"R",132,3
"DS09","YAK","DS09032554200907050056",32554,"R",132,4
"DS09","YAK","DS09032554200907050056",32554,"R",129,5
"DS09","YAK","DS09032554200907050056",32554,"R",124,6
"DS09","YAK","DS09032554200907050056",32554,"R",127,7
"DS09","YAK","DS09032554200907050056",32554,"R",145,8
"DS09","YAK","DS09032554200907050056",32554,"R",121,9
"DS09","YAK","DS09032554200907050056",32554,"R",136,10
"DS09","YAK","DS09032554200907050056",32554,"R",128,11
"DS09","YAK","DS09032554200907050056",32554,"R",155,12
"DS09","YAK","DS09032554200907050056",32554,"R",147,13
"DS09","YAK","DS09032554200907050056",32554,"R",127,14
"DS09","YAK","DS09032554200907050056",32554,"R",127,15
"DS09","YAK","DS09032554200907050056",32554,"R",143,16
"DS09","YAK","DS09032554200907050056",32554,"R",126,17
"DS09","YAK","DS09032554200907050056",32554,"R",132,18
"DS09","YAK","DS09032554200907050056",32554,"R",127,19
"DS09","YAK","DS09032554200907050056",32554,"R",133,20
"DS09","YAK","DS09032554200907050056",32554,"D",114,41
"DS09","YAK","DS09032554200907050056",32554,"D",113,42
"DS09","YAK","DS09032554200907050056",32554,"D",117,43
"DS09","YAK","DS09032554200907050056",32554,"D",112,44
"DS09","YAK","DS09032554200907050056",32554,"D",126,45
"DS09","YAK","DS09032554200907050056",32554,"D",114,46
"DS09","YAK","DS09032554200907050056",32554,"D",109,47
"DS09","YAK","DS09032554200907050056",32554,"D",102,48
"DS09","YAK","DS09032554200907050056",32554,"D",111,49
"DS09","YAK","DS09032554200907050056",32554,"D",103,50
"DS09","YAK","DS09032554200907050056",32554,"D",106,51
"DS09","YAK","DS09032554200907050056",32554,"D",111,52
"DS09","YAK","DS09032554200907050056",32554,"D",113,53
"DS09","YAK","DS09032554200907050056",32554,"D",112,54
"DS09","YAK","DS09032554200907050056",32554,"D",104,55
"DS09","YAK","DS09032554200907050056",32554,"D",110,56
"DS09","YAK","DS09032554200907050056",32554,"D",94,57
"DS09","YAK","DS09032554200907050056",32554,"D",112,58
"DS09","YAK","DS09032554200907050056",32554,"D",109,59
"DS09","YAK","DS09032554200907050056",32554,"D",104,60
"DS09","YAK","DS09032554200907050058",32554,"R",125,1
"DS09","YAK","DS09032554200907050058",32554,"R",133,2
"DS09","YAK","DS09032554200907050058",32554,"R",128,3
"DS09","YAK","DS09032554200907050058",32554,"R",138,4
"DS09","YAK","DS09032554200907050058",32554,"R",136,5
"DS09","YAK","DS09032554200907050058",32554,"R",131,6
"DS09","YAK","DS09032554200907050058",32554,"R",137,7
"DS09","YAK","DS09032554200907050058",32554,"R",132,8
"DS09","YAK","DS09032554200907050058",32554,"R",135,9
"DS09","YAK","DS09032554200907050058",32554,"R",125,10
"DS09","YAK","DS09032554200907050058",32554,"R",131,11
"DS09","YAK","DS09032554200907050058",32554,"R",130,12
"DS09","YAK","DS09032554200907050058",32554,"R",133,13
"DS09","YAK","DS09032554200907050058",32554,"R",129,14
"DS09","YAK","DS09032554200907050058",32554,"R",111,15
"DS09","YAK","DS09032554200907050058",32554,"R",130,16
"DS09","YAK","DS09032554200907050058",32554,"R",133,17
"DS09","YAK","DS09032554200907050058",32554,"R",120,18
"DS09","YAK","DS09032554200907050058",32554,"R",126,19
"DS09","YAK","DS09032554200907050058",32554,"R",136,20
"DS09","YAK","DS09032554200907050058",32554,"D",137,41
"DS09","YAK","DS09032554200907050058",32554,"D",119,42
"DS09","YAK","DS09032554200907050058",32554,"D",129,43
"DS09","YAK","DS09032554200907050058",32554,"D",109,44
"DS09","YAK","DS09032554200907050058",32554,"D",112,45
"DS09","YAK","DS09032554200907050058",32554,"D",112,46
"DS09","YAK","DS09032554200907050058",32554,"D",136,47
"DS09","YAK","DS09032554200907050058",32554,"D",106,48
"DS09","YAK","DS09032554200907050058",32554,"D",131,49
"DS09","YAK","DS09032554200907050058",32554,"D",100,50
"DS09","YAK","DS09032554200907050058",32554,"D",123,51
"DS09","YAK","DS09032554200907050058",32554,"D",123,52
"DS09","YAK","DS09032554200907050058",32554,"D",132,53
"DS09","YAK","DS09032554200907050058",32554,"D",119,54
"DS09","YAK","DS09032554200907050058",32554,"D",131,55
"DS09","YAK","DS09032554200907050058",32554,"D",124,56
"DS09","YAK","DS09032554200907050058",32554,"D",94,57
"DS09","YAK","DS09032554200907050058",32554,"D",129,58
"DS09","YAK","DS09032554200907050058",32554,"D",131,59
"DS09","YAK","DS09032554200907050058",32554,"D",106,60
"DS09","YAK","DS09032554200907050067",32554,"R",121,1
"DS09","YAK","DS09032554200907050067",32554,"R",125,2
"DS09","YAK","DS09032554200907050067",32554,"R",136,3
"DS09","YAK","DS09032554200907050067",32554,"R",127,4
"DS09","YAK","DS09032554200907050067",32554,"R",129,5
"DS09","YAK","DS09032554200907050067",32554,"R",125,6
"DS09","YAK","DS09032554200907050067",32554,"R",123,7
"DS09","YAK","DS09032554200907050067",32554,"R",140,8
"DS09","YAK","DS09032554200907050067",32554,"R",127,9
"DS09","YAK","DS09032554200907050067",32554,"R",121,10
"DS09","YAK","DS09032554200907050067",32554,"R",124,11
"DS09","YAK","DS09032554200907050067",32554,"R",125,12
"DS09","YAK","DS09032554200907050067",32554,"R",136,13
"DS09","YAK","DS09032554200907050067",32554,"R",127,14
"DS09","YAK","DS09032554200907050067",32554,"R",137,15
"DS09","YAK","DS09032554200907050067",32554,"R",124,16
"DS09","YAK","DS09032554200907050067",32554,"R",122,17
"DS09","YAK","DS09032554200907050067",32554,"R",138,18
"DS09","YAK","DS09032554200907050067",32554,"R",131,19
"DS09","YAK","DS09032554200907050067",32554,"R",118,20
"DS09","YAK","DS09032554200907050067",32554,"D",113,41
"DS09","YAK","DS09032554200907050067",32554,"D",121,42
"DS09","YAK","DS09032554200907050067",32554,"D",120,43
"DS09","YAK","DS09032554200907050067",32554,"D",106,44
"DS09","YAK","DS09032554200907050067",32554,"D",117,45
"DS09","YAK","DS09032554200907050067",32554,"D",107,46
"DS09","YAK","DS09032554200907050067",32554,"D",106,47
"DS09","YAK","DS09032554200907050067",32554,"D",116,48
"DS09","YAK","DS09032554200907050067",32554,"D",110,49
"DS09","YAK","DS09032554200907050067",32554,"D",118,50
"DS09","YAK","DS09032554200907050067",32554,"D",117,51
"DS09","YAK","DS09032554200907050067",32554,"D",123,52
"DS09","YAK","DS09032554200907050067",32554,"D",93,53
"DS09","YAK","DS09032554200907050067",32554,"D",101,54
"DS09","YAK","DS09032554200907050067",32554,"D",113,55
"DS09","YAK","DS09032554200907050067",32554,"D",119,56
"DS09","YAK","DS09032554200907050067",32554,"D",131,57
"DS09","YAK","DS09032554200907050067",32554,"D",92,58
"DS09","YAK","DS09032554200907050067",32554,"D",121,59
"DS09","YAK","DS09032554200907050067",32554,"D",121,60
"DS09","YAK","DS09032554200907050068",32554,"R",140,1
"DS09","YAK","DS09032554200907050068",32554,"R",114,2
"DS09","YAK","DS09032554200907050068",32554,"R",133,3
"DS09","YAK","DS09032554200907050068",32554,"R",136,4
"DS09","YAK","DS09032554200907050068",32554,"R",132,5
"DS09","YAK","DS09032554200907050068",32554,"R",130,6
"DS09","YAK","DS09032554200907050068",32554,"R",131,7
"DS09","YAK","DS09032554200907050068",32554,"R",120,8
"DS09","YAK","DS09032554200907050068",32554,"R",128,9
"DS09","YAK","DS09032554200907050068",32554,"R",120,10
"DS09","YAK","DS09032554200907050068",32554,"R",124,11
"DS09","YAK","DS09032554200907050068",32554,"R",138,12
"DS09","YAK","DS09032554200907050068",32554,"R",132,13
"DS09","YAK","DS09032554200907050068",32554,"R",126,14
"DS09","YAK","DS09032554200907050068",32554,"R",130,15
"DS09","YAK","DS09032554200907050068",32554,"R",121,16
"DS09","YAK","DS09032554200907050068",32554,"R",126,17
"DS09","YAK","DS09032554200907050068",32554,"R",126,18
"DS09","YAK","DS09032554200907050068",32554,"R",130,19
"DS09","YAK","DS09032554200907050068",32554,"R",135,20
"DS09","YAK","DS09032554200907050068",32554,"D",114,41
"DS09","YAK","DS09032554200907050068",32554,"D",136,42
"DS09","YAK","DS09032554200907050068",32554,"D",119,43
"DS09","YAK","DS09032554200907050068",32554,"D",95,44
"DS09","YAK","DS09032554200907050068",32554,"D",119,45
"DS09","YAK","DS09032554200907050068",32554,"D",118,46
"DS09","YAK","DS09032554200907050068",32554,"D",108,47
"DS09","YAK","DS09032554200907050068",32554,"D",130,48
"DS09","YAK","DS09032554200907050068",32554,"D",107,49
"DS09","YAK","DS09032554200907050068",32554,"D",128,50
"DS09","YAK","DS09032554200907050068",32554,"D",124,51
"DS09","YAK","DS09032554200907050068",32554,"D",131,52
"DS09","YAK","DS09032554200907050068",32554,"D",110,53
"DS09","YAK","DS09032554200907050068",32554,"D",115,54
"DS09","YAK","DS09032554200907050068",32554,"D",116,55
"DS09","YAK","DS09032554200907050068",32554,"D",123,56
"DS09","YAK","DS09032554200907050068",32554,"D",116,57
"DS09","YAK","DS09032554200907050068",32554,"D",120,58
"DS09","YAK","DS09032554200907050068",32554,"D",97,59
"DS09","YAK","DS09032554200907050068",32554,"D",116,60
"DS09","YAK","DS09032554200907060086",32554,"R",131,1
"DS09","YAK","DS09032554200907060086",32554,"R",120,2
"DS09","YAK","DS09032554200907060086",32554,"R",125,3
"DS09","YAK","DS09032554200907060086",32554,"R",116,4
"DS09","YAK","DS09032554200907060086",32554,"R",136,5
"DS09","YAK","DS09032554200907060086",32554,"R",142,6
"DS09","YAK","DS09032554200907060086",32554,"R",121,7
"DS09","YAK","DS09032554200907060086",32554,"R",126,8
"DS09","YAK","DS09032554200907060086",32554,"R",129,9
"DS09","YAK","DS09032554200907060086",32554,"R",130,10
"DS09","YAK","DS09032554200907060086",32554,"R",129,11
"DS09","YAK","DS09032554200907060086",32554,"R",116,12
"DS09","YAK","DS09032554200907060086",32554,"R",145,13
"DS09","YAK","DS09032554200907060086",32554,"R",141,14
"DS09","YAK","DS09032554200907060086",32554,"R",136,15
"DS09","YAK","DS09032554200907060086",32554,"R",118,16
"DS09","YAK","DS09032554200907060086",32554,"R",136,17
"DS09","YAK","DS09032554200907060086",32554,"R",131,18
"DS09","YAK","DS09032554200907060086",32554,"R",131,19
"DS09","YAK","DS09032554200907060086",32554,"R",128,20
"DS09","YAK","DS09032554200907060086",32554,"D",131,41
"DS09","YAK","DS09032554200907060086",32554,"D",112,42
"DS09","YAK","DS09032554200907060086",32554,"D",132,43
"DS09","YAK","DS09032554200907060086",32554,"D",122,44
"DS09","YAK","DS09032554200907060086",32554,"D",119,45
"DS09","YAK","DS09032554200907060086",32554,"D",102,46
"DS09","YAK","DS09032554200907060086",32554,"D",116,47
"DS09","YAK","DS09032554200907060086",32554,"D",107,48
"DS09","YAK","DS09032554200907060086",32554,"D",106,49
"DS09","YAK","DS09032554200907060086",32554,"D",131,50
"DS09","YAK","DS09032554200907060086",32554,"D",105,51
"DS09","YAK","DS09032554200907060086",32554,"D",102,52
"DS09","YAK","DS09032554200907060086",32554,"D",94,53
"DS09","YAK","DS09032554200907060086",32554,"D",131,54
"DS09","YAK","DS09032554200907060086",32554,"D",130,55
"DS09","YAK","DS09032554200907060086",32554,"D",122,56
"DS09","YAK","DS09032554200907060086",32554,"D",118,57
"DS09","YAK","DS09032554200907060086",32554,"D",108,58
"DS09","YAK","DS09032554200907060086",32554,"D",101,59
